Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
windows,,,,"Microsoft seems to be unable to keep up with repairs for the multitude of <span class=""AS"">windows</span> problems.","There are no viruses or spyware to worry about like on a <span class=""AS"">Windows</span> computer.","Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on <span class=""AS"">Windows</span> machines.","I hope to edit this in the next few hours, I am going to try to install my own copy of <span class=""AS"">Windows</span> 7.","I also enjoy the fact that my MacBook Pro laptop allows me to run <span class=""AS"">Windows</span> 7 on it by using the VMWare program.","I love this program, it is superior to <span class=""AS"">windows</span> movie maker.","Upgrading from <span class=""AS"">Windows</span> 7 Starter, thru Windows 7 Home Premium, to Windows 7","Which is great I am running Vista Business and scored a 5.X on the index I have never seen a <span class=""AS"">windows</span> machine have a total score in the 5's.","With a MAC computer I have more free time as I don't have to wait for <span class=""AS"">windows</span> to boot up or shut down and all the viruses associated with windows.","but I am really liking <span class=""AS"">Windows</span> 8.","I love a ""pc"" but I was ready for a change and tired of the <span class=""AS"">windows</span> system.","I reinstalled <span class=""AS"">windows</span> through the recovery discs and everything seemed good again.","I loaded <span class=""AS"">windows</span> 7 via Bootcamp and it works flawlessly!","As a die-hard <span class=""AS"">Windows</span> enthusiast, I shunned the idea of a Mac until this point.","Biggest complaint is <span class=""AS"">Windows</span> 8 .","If you could stretch by a few 100 dollars I highly recommend you should replace your <span class=""AS"">Windows</span> laptop with this one.","I reloaded with <span class=""AS"">Windows</span> 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.","although its <span class=""AS"">windows</span> vista compared to windows xp sucks.","I run <span class=""AS"">windows</span> via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","First things first, Macbook pro has many applications to make life easier, unlike the <span class=""AS"">windows</span> computers."
speed,,,,"The computer is so slow, even after paying staples the extra money to <span class=""AS"">speed</span> it up.","The <span class=""AS"">speed</span> difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","It has so much more <span class=""AS"">speed</span> and the screen is very sharp.","Excellent <span class=""AS"">speed</span> for processing data.","It has good <span class=""AS"">speed</span> and plenty of hard drive space.","Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, <span class=""AS"">speed</span> and just cool factor.","the <span class=""AS"">speed</span> is fine.","It's software and <span class=""AS"">speed</span> enable it to do amazing things.","The <span class=""AS"">speed</span> gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.","Even though I could have gotten a pc twice the <span class=""AS"">speed</span> for the same price I still think there's nothing like a Mac.","From the <span class=""AS"">speed</span> to the multi touch gestures this operating system beats Windows easily.","Strong performance in this device makes use of fun and a strong sense of the era of <span class=""AS"">speed</span> This device serves all modern requirements is a very strong game and is very useful for designers.","It has easy to use features and all the <span class=""AS"">speed</span> and power I could ask for.","The internet <span class=""AS"">speed</span> is spectacular.","I would recommend it just because of the internet <span class=""AS"">speed</span> probably because thats the only thing i really care about.","The <span class=""AS"">speed</span> is incredible and I am more than satisfied.","It is the perfect size and <span class=""AS"">speed</span> for me.","I work in film editing and post production, so I need a laptop that not only has power, but memory and <span class=""AS"">speed</span> as well."
videos,video,,,"Can listen to my music and watch my <span class=""AS"">videos</span> with ease and with a great display.","Looking to take my <span class=""AS"">video</span> and photo editing to the next level, I decided to purchase the MBP 15in Intel Core i5 after reading consumer reviews as well as professional reviews of this laptop.","Right out of the box, this little netbook did everything I asked of it, including streaming the everyday <span class=""AS"">video</span> you're bound to encounter checking mail and websites (my biggest complaint previously).","The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and <span class=""AS"">videos</span> from my trip.","overall i would recomend this to anybody and tell them that if they want to burn their music or play there <span class=""AS"">video</span> games to buy the cd drive.","It's great for streaming <span class=""AS"">video</span> and other entertainment uses.","I can throw anything at it (and I do), Pictures, <span class=""AS"">video</span> editing, schoolwork.","The <span class=""AS"">video</span> chat is the only thing that is iffy about it","my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated <span class=""AS"">video</span> card.","It's also very capable of doing moderate <span class=""AS"">video</span> editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).","They have developed excellent proprietary software for editing <span class=""AS"">video</span> and pictures","The online tutorial <span class=""AS"">videos</span> make it super easy to learn if you have always used a PC.","Theres a built in camera with special effects- for <span class=""AS"">video</span> and photography.","I work with kids and they love making short <span class=""AS"">videos</span> on there.","That being said, it still runs <span class=""AS"">video</span> in full screen decently.","The <span class=""AS"">video</span> card is great for media, and above average for gaming, but not a gamers first choice."
years,year,,,"I was a little weary at purchasing another 13"" macbook almost 2 <span class=""AS"">years</span> later","My power supply cord developed exposed wires within the first <span class=""AS"">year</span> of ownership, so it was covered by the Applecare warranty plan.","The first time it crashed was maybe going on a <span class=""AS"">year</span> and a half of having it.","After <span class=""AS"">years</span> of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was time to go the Apple route.","I upgraded from a 5 <span class=""AS"">year</span> old laptop and was amazed to find out that this computer is much slower then my old laptop.","Prior to this computer, I owned a PowerBook G4 for 6 <span class=""AS"">years</span> (quite a long time for a laptop).","My last laptop was a 17"" ASUS gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 <span class=""AS"">years</span> ago.","I have had a Mac for 6 <span class=""AS"">years</span> and won't go back to PC.","I was given a Mac as a birthday present and couldn't be happier with it 3 <span class=""AS"">years</span> later.","My battery went bad about a <span class=""AS"">year</span> and a half after having it and it cost around eighty to a hundred dollars!","Both computers started acting extremely slow within the first <span class=""AS"">year</span> of owning them.","I had the computer for a full <span class=""AS"">year</span> and it was a new computer.","My kids have to take their PCs in once a <span class=""AS"">year</span> to have them ""de-bugged"".","Breaking within 1 <span class=""AS"">year</span> of purchase and speaking to 4+ people to report the damaged part will be returned late!","I'm still within the one <span class=""AS"">year</span> warranty but the repair ""depot""","They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 <span class=""AS"">years</span> of her  life.","Two <span class=""AS"">years</span> after buying this laptop, I am now the proud owner of a lemon.","I bought this Mac book pro along with a new 27"" iMac and while they are still light <span class=""AS"">years</span> more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","So a couple of <span class=""AS"">years</span> later, I was a dumb college girl and had to have the wireless internet.","After a little more than a <span class=""AS"">year</span> of owning my MacBook Pro, the monitor has completely died."
time,,,,"but t looks like the newer macbooks have gotten its current line of graphics cards in order this <span class=""AS"">time</span> around.","When I got this laptop in 2007 to help me with school, I had a hard <span class=""AS"">time</span> from beginning.","And that was the fourth <span class=""AS"">time</span> ive sent it to them to get fixed.","I've saved a lot of <span class=""AS"">time</span> and headaches so far, using my new MacBook Pro.","The first <span class=""AS"">time</span> it crashed was maybe going on a year and a half of having it.","After years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was <span class=""AS"">time</span> to go the Apple route.","1st <span class=""AS"">time</span> they got it working the next 5 month","Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long <span class=""AS"">time</span> for a laptop).","If your <span class=""AS"">time</span> is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","With a MAC computer I have more free <span class=""AS"">time</span> as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.","My husband purchased a laptop at the same <span class=""AS"">time</span> for about $300 less (he got a pc).","Not enough <span class=""AS"">time</span> for me to give it 5 stars!","My son and his family have a hard <span class=""AS"">time</span> financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.","Took a long <span class=""AS"">time</span> trying to decide between one with retina display and one without.","has deemed that this <span class=""AS"">time</span> it was caused by physical abuse and is not  covered.","My friends are in awe every <span class=""AS"">time</span> they come over!","The Nortons virus scan is only for a very short <span class=""AS"">time</span> unlike others that usually are good for a year.","I thought the transition would be difficult at best and would take some <span class=""AS"">time</span> to fully familiarize myself with the new Mac ecosystem.","Money and <span class=""AS"">time</span> well spent!","While many people brag about Mac being ""intuitive"", it does take a little <span class=""AS"">time</span> to adjust to coming from a PC, but once I got the hang of it, I don't want to go back."
products,product,,,"Received the <span class=""AS"">product</span> promptly and without any issues.","That was my first Apple <span class=""AS"">product</span> and since then I have been incredibly happy with every product of theirs I have bought.","It's a great <span class=""AS"">product</span> for a great price!","The <span class=""AS"">product</span> is prefect for everyone.","The price was very good, and the <span class=""AS"">product</span> is top quality.","They were great in handling this problem, and I'm looking forward in purchasing additonal <span class=""AS"">products</span> from them in the future.","This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better <span class=""AS"">product</span> quality for this price range.","(you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their <span class=""AS"">product</span> line as a gift for events like this).","I am not happy at all with the <span class=""AS"">product</span> I purchased.","Clearly, there is something wrong with the <span class=""AS"">product</span> and LG didn't take up the responsibility.","Great <span class=""AS"">product</span> by Apple with the new great looking design.","The MacBook Pro is a great <span class=""AS"">product</span> which can meet the needs of the average consumer.","THE <span class=""AS"">PRODUCT</span> KEY.","I haven't used the <span class=""AS"">product</span> long enough to write a detailed technical review.","This MacBook is an outstanding <span class=""AS"">product</span> with great value.","I bought my first MacBook after seeing the <span class=""AS"">product</span> demonstrated.","I would not recommend this <span class=""AS"">product</span> to anyone.","I was not aware that this <span class=""AS"">product</span> cannot display websites that contain Flash.","Apple is unmatched in <span class=""AS"">product</span> quality,aesthetics,craftmanship, and customer service.","The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the <span class=""AS"">products</span> we purchased."
design,,,,"Wonderful sleek case <span class=""AS"">design</span> is only on the outside.","I would say that 85% of the <span class=""AS"">design</span> industry is Mac for good reason.","Apple is aware of this issue and this is either old stock or a defective <span class=""AS"">design</span> involving the intel 4000 graphics chipset.","I grew up in a <span class=""AS"">design</span> family so it only made sense.","The unibody <span class=""AS"">design</span> is edgy and durable.","the hinge <span class=""AS"">design</span> forced you to place various connections all around the computer, left right and front.","The quality, engineering <span class=""AS"">design</span> and warranty are superior--covers damage from dropping the laptop.","The large screen also helps when you are working in <span class=""AS"">design</span> based programs like Adobe Creative Suite.","Overall, this laptop is definitely a keeper with its simple yet stylish <span class=""AS"">design</span> and its array of fantastic colors to choose from.","but it  has a major <span class=""AS"">design</span> flaw.","The reason why I choose apple MacBook because of their <span class=""AS"">design</span> and the aluminum casing.","After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek <span class=""AS"">design</span> and promise of less tech issues.","It shouldn't happen like that, I don't have any <span class=""AS"">design</span> app open or anything.","I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the <span class=""AS"">design</span> of the macbook as it is one very large heat sink.","I like the <span class=""AS"">design</span> and ease of use with the keyboard, plenty of ports."
internet,,,,"While I mostly use it for email, <span class=""AS"">internet</span> and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.","More times that not the screen pops up saying I have a bad <span class=""AS"">internet</span> connection, or the page can't be displayed.","Graphics are clean and sharp, <span class=""AS"">internet</span> interfaces are seamless.","If <span class=""AS"">internet</span> connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.","the <span class=""AS"">internet</span> can be an scary place its up to you on what you do with it.","My wireless provider confirmed my home <span class=""AS"">internet</span> is fine, and any connections I turn on should work.","I go and might require <span class=""AS"">internet</span> access.","It is fast and i have not had a problem with <span class=""AS"">internet</span> connection or any other problems.","The <span class=""AS"">Internet</span> Explorer was very slow from the very beginning.","With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and <span class=""AS"">internet</span> surfing or emails.","The <span class=""AS"">internet</span> capabilities are also very strong and picks up signals very easily.","I recommend for word processing and <span class=""AS"">internet</span> users.","I did an <span class=""AS"">internet</span> search and this is a very common problem with this  laptop.","The Apple will run <span class=""AS"">Internet</span> Explorer, but at an amazingly slow rate.","Seems to slow down occassionally but can run many applications (ie <span class=""AS"">Internet</span> tabs, programs, etc) simultaneously.","It works great for general <span class=""AS"">internet</span> use, Microsoft Office apps, home bookkeeping, etc.","The <span class=""AS"">internet</span> speed is spectacular.","I have found also, it is very easy to be able to access wireless <span class=""AS"">internet</span> access;","It does not keep <span class=""AS"">internet</span> signals no matter where you bring it.","do a quick search on the <span class=""AS"">internet</span> see if im the only one."
applications,application,,,"While I mostly use it for email, internet and gaming, I'm confident all other <span class=""AS"">applications</span> live up to the high standard I've come to appreciate from Mac laptops.","would appear when running Office Mac <span class=""AS"">applications</span> such as Word or Excel.","However, the experience was great since the OS does not become unstable and the <span class=""AS"">application</span> will simply shutdown and reopen.","First things first, Macbook pro has many <span class=""AS"">applications</span> to make life easier, unlike the windows computers.","I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other <span class=""AS"">applications</span> constantly at the same time.","The system constantly overheats, the battery life is too short, the case is coming apart, and my core <span class=""AS"">applications</span> that I use every day in my work as a graphic artist run poorly.","Garageband is easy to work with, like all the other apple <span class=""AS"">applications</span> I've had experience with.",", <span class=""AS"">Applications</span> respond immediately (not like the tired MS applications).","I have not had a problem with the <span class=""AS"">applications</span> quitting or freezing.","The Apple <span class=""AS"">applications</span> (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!","WIth the upgraded memory, the MacBook Pro never has an issue running many many <span class=""AS"">applications</span> at once!","Compared to the early 2011 edition I did see inbuilt <span class=""AS"">applications</span> crashing and it prompted me to send the report to Apple (which I promptly did).","It's <span class=""AS"">applications</span> are terrific, including the replacements for Microsoft office.","Seems to slow down occassionally but can run many <span class=""AS"">applications</span> (ie Internet tabs, programs, etc) simultaneously.","BUT there's this <span class=""AS"">application</span> called Boot Camp which allows you to add another OS X like Windows.","The performance seems quite good, and built-in <span class=""AS"">applications</span> like iPhoto work great with my phone and camera."
drive,,,,"I am not going to sit here and complain about it not having a cd <span class=""AS"">drive</span> and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","The speed difference is next to NOTHING for a mac, and the hard <span class=""AS"">drive</span> can be manually upgraded or you could just buy a $60 500gb external hard drive.","Then the hard <span class=""AS"">drive</span> failed;","He has replaced his hard <span class=""AS"">drive</span> twice","It has good speed and plenty of hard <span class=""AS"">drive</span> space.","I did add a SSD <span class=""AS"">drive</span> and memory","So, after Apple replaced the hard <span class=""AS"">drive</span> I enjoyed another 4 months of my new computer, until it froze this morning--completely.","Could not keep up with me and finally the hard <span class=""AS"">drive</span> went out.","I connect a LaCie 2Big external <span class=""AS"">drive</span> via the firewire 800 interface, which is useful for Time Machine.","The dv4 boasted a faster processor, more memory, and a bigger hard <span class=""AS"">drive</span> than my old computer, plus a better quality web cam, nicer screen, and many other features.","I did swap out the hard <span class=""AS"">drive</span> for a Samsung 830 SSD which I highly recommend.","Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard <span class=""AS"">drive</span> crashed.","I can't believe how quiet the hard <span class=""AS"">drive</span> is and how quick this thing boots up.","After the warrenty expired the hard <span class=""AS"">drive</span> went bad and it would have cost more to fix then to replace.","I was concerned that the downgrade to the regular hard <span class=""AS"">drive</span> would make it unacceptably slow","Now I had not tried to use this since the disc <span class=""AS"">drive</span> had been replaced and after taking it back to the Geek Squad","I found out they had accidently not used the right <span class=""AS"">drive</span> when they replaced the first one, so back it went to get the correct drive.","This newer netbook has no hard <span class=""AS"">drive</span> or network lights.","It's ok but doesn't have a disk <span class=""AS"">drive</span> which I didn't know until after I bought it.","While the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can <span class=""AS"">drive</span> you crazy trying to deal with the PC world."
software,,,,"It seemed to be a very nice laptop except I was not able to load my Garmin GPS <span class=""AS"">software</span> or Microsoft Office 2003.","The screen, the <span class=""AS"">software</span> and the smoothness of the operating system.","The only thing I didn't learn in my research was the <span class=""AS"">software</span> I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the <span class=""AS"">software</span> would hang after installation was 1/2 way done.","Additional caveat: the base installation comes with some Toshiba-specific <span class=""AS"">software</span> that may or may not be to a user's liking.","It is easy to operate and I have already ordered more <span class=""AS"">software</span> and gadgets for my new Rolls Royce of laptops.","and (of course) has had to pay for antivirus <span class=""AS"">software</span> every year.","The computer runs very fast with no problems and the iLife <span class=""AS"">software</span> that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","I love the way the entire suite of <span class=""AS"">software</span> works together.","Many kinds of <span class=""AS"">software</span> that is necessary to the working person is not available and cannot be downloaded.","Aside from the trial <span class=""AS"">software</span> and the short battery life, lack of a webcam, its great.","The only downfall is a lot of the <span class=""AS"">software</span> I have won't work with Mac and iWork is not worth the price of it.","It didn't come with any <span class=""AS"">software</span> installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.","The <span class=""AS"">software</span> is amazing.","The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with <span class=""AS"">software</span> problems and just not happy with it.","and I was able to load all of my <span class=""AS"">software</span> with no problem.","It does not even have the <span class=""AS"">software</span> to play a dvd now.","I've had it for about 2 months now and found no issues with <span class=""AS"">software</span> or updates.","In addition, there is photo detection <span class=""AS"">software</span> that will allow you to group all the photos together based upon the people in the picture.","It's <span class=""AS"">software</span> and speed enable it to do amazing things."
things,thing,,,"The only <span class=""AS"">thing</span> that can be updated is the video, other than that you're all set.","The only <span class=""AS"">thing</span> I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","The only <span class=""AS"">thing</span> I would change about it is the mouse keys.","It is a much more streamlined system for adding programs, using the internet, and doing other <span class=""AS"">things</span> everyone does on a computer.","The few <span class=""AS"">things</span> that are wrong with it are very minor things.","the only <span class=""AS"">thing</span> that bums me out about this purchase is they released a newer updated mbp seriously RIGHT after i bought this one.","After way too many times sending the <span class=""AS"">thing</span> in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.","The only thing I miss are the ""Home/End"" type keys and other <span class=""AS"">things</span> that I grew accustomed to after so long.","The only <span class=""AS"">thing</span> I miss are the ""Home/End"" type keys and other things that I grew accustomed to after so long.","If you faintly come close to touching this <span class=""AS"">thing</span> while typing, all craziness may break loose.","The cool <span class=""AS"">thing</span> about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","First <span class=""AS"">things</span> first, Macbook pro has many applications to make life easier, unlike the windows computers.","cosmetically, the only <span class=""AS"">thing</span> they changed was 2 of the Function keys at the top.","It's because when you buy it, you know first <span class=""AS"">thing</span> that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the <span class=""AS"">thing</span> dying.","You will not regret buying such a great <span class=""AS"">thing</span> like this!","With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive <span class=""AS"">things</span> from downloads and internet surfing or emails.","Its fast and another <span class=""AS"">thing</span> I like is that it has three USB ports.","Great <span class=""AS"">things</span> come in small ""packages.","As an owner of a Toshiba Satalite laptop computer <span class=""AS"">things</span> you should know before you buy."
pc,,,,"I will never go back to a <span class=""AS"">PC</span> again!","We figure that after everything HIS <span class=""AS"">pc</span> actually ended up costing $350 more than my original Mac.","I get full service, on my Eee <span class=""AS"">PC</span> I get 3 bars.","it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the <span class=""AS"">PC</span> especially the right mouse click menu.","been a <span class=""AS"">PC</span> user for many, many years.","Browsing, also, was no problem for me when I used itunes ( which usually slows down my <span class=""AS"">PC</span> ).","Moving from a <span class=""AS"">PC</span> to Mac has never been easier, and I'm glad that I did it.","I have been a <span class=""AS"">PC</span> user since middle school, but in my mid twenties I decided to convert to the dark side, or should I say the brighter side of life.","I bought this Mac book pro along with a new 27"" iMac and while they are still light years more reliable than a <span class=""AS"">PC</span> I have noticed a decline in the reliability of my Mac computers.","My Mac is much more efficient than a <span class=""AS"">PC</span> so it does not need the extra bells and whistles to compete.","I can never go back to a <span class=""AS"">PC</span> now, this machine never freezes or has any problems.","Price was higher when purchased on MAC when compared to price showing on <span class=""AS"">PC</span> when I bought this product.","I needed something affordable from Apple and was tired of dealing with <span class=""AS"">PC</span> laptop after PC laptop.","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike <span class=""AS"">PC</span> laptops which drop more than 80%.","Being a <span class=""AS"">PC</span> user my whole life, it's taking a bit of time to adapt to the OS of a Mac","I Have been a <span class=""AS"">Pc</span> user for a very long time now","I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most <span class=""AS"">pc</span> laptops.","I've been a <span class=""AS"">PC</span> user","Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of <span class=""AS"">PC</span> in my opinion.","I really wanted a Mac over a <span class=""AS"">pc</span> because I used a Mac in high school."
warranty,,,,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare <span class=""AS"">warranty</span> plan.","The only thing I didn't learn in my research was the software I would need like privacy protection and <span class=""AS"">warranty</span> protection, in case it gets broken, or crashes etc.","The extended <span class=""AS"">warranty</span> for the $4000 and up computers was the only one available for purchase on the drop drown menu.","the manufacturer's <span class=""AS"">warranty</span> only covers replacement/repair of parts.","I'm still within the one year <span class=""AS"">warranty</span> but the repair ""depot""","Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only <span class=""AS"">warranty</span> the repair for 30 days","and now I'm out of <span class=""AS"">warranty</span> even though this has been a constant 5 month occurance since I bought the netbook.","Also, the extended <span class=""AS"">warranty</span> was a problem.","They offer the best <span class=""AS"">warranty</span> in the business, and don't 3rd party it out like Toshiba.","They played games with me for the <span class=""AS"">warranty</span> period.","The quality, engineering design and <span class=""AS"">warranty</span> are superior--covers damage from dropping the laptop.","When it come time for <span class=""AS"">warranty</span> service to Toshiba you don't matter.","I opted for the SquareTrade 3-Year Computer Accidental Protection <span class=""AS"">Warranty</span> ($1500-2000) which also support ""accidents"" like drops and spills that are NOT covered by AppleCare.","In desparation, I called their Customer Service number and was told that my <span class=""AS"">warranty</span> had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","I purchased this netbook after my original Toshiba laptop crashed right after the <span class=""AS"">warranty</span> expired.","The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that <span class=""AS"">warranty</span> covering all the products we purchased.","After that I turned to email in my next vain help to get them to acknowledge that the <span class=""AS"">warranty</span> was still valid.","TO TALK TO AN AMERICAN <span class=""AS"">WARRANTY</span> SERVICE","Because we did not purchase the extended <span class=""AS"">warranty</span> in time, we are on the hook for the repair.","They say that this will invalidate the <span class=""AS"">warranty</span> on the hard drive (I don't really understand why but anyway)."
power supply,,,,"My <span class=""AS"">power supply</span> cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","Once again, I was told it was the suspicious  <span class=""AS"">power supply</span>  problem.","and they replaced the awesome ergonomic small lightweight <span class=""AS"">power supply</span> with a power supply that weighed more than the machine itself.","Was searching online for a <span class=""AS"">power supply</span> when I found this site.","Tech support tells me the latter problem is a <span class=""AS"">power supply</span> problem and have offered to fix it if it happens again.","The case is now slightly larger than the previous generation, but the lack of an external <span class=""AS"">power supply</span> justifies the small increase in size."
power,,,,"My <span class=""AS"">power</span> supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","Now I have the best of both worlds with all of the <span class=""AS"">power</span> and ease of the Mac!","Once again, I was told it was the suspicious  <span class=""AS"">power</span> supply  problem.","I need graphic <span class=""AS"">power</span> to run my Adobe Creative apps efficiently.","This is a nicely sized laptop with lots of processing <span class=""AS"">power</span> and long battery life.","I've had this laptop for 2 months, out of the blue the <span class=""AS"">power</span> adapter stops working.","Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the <span class=""AS"">power</span> brick.","When this happened I would have to completely <span class=""AS"">power</span> off my computer and restart it.","The casing of the <span class=""AS"">power</span> cord fried and shocked my husband when he pulled it out of the socket.","The <span class=""AS"">power</span> plug has to be connected to the power adaptor to charge the battery but won't stay connected.","and they replaced the awesome ergonomic small lightweight <span class=""AS"">power</span> supply with a power supply that weighed more than the machine itself.","Very long-life battery (up to 10-11 hours depending on how you configure <span class=""AS"">power</span> level settings).","Was searching online for a <span class=""AS"">power</span> supply when I found this site.","Tech support tells me the latter problem is a <span class=""AS"">power</span> supply problem and have offered to fix it if it happens again.","The speed gives you the <span class=""AS"">power</span> to work on these projects seamlessly, and multiple at a time if you sowish.","Needs <span class=""AS"">Power</span> and Mouse Cable to Plug in back instead of side,","I'm extremely happy with my purchase as I now have the portable <span class=""AS"">power</span> I have been looking for.","Then the system would many times not <span class=""AS"">power</span> down without a forced power-off.","Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even <span class=""AS"">power</span> on.","The case is now slightly larger than the previous generation, but the lack of an external <span class=""AS"">power</span> supply justifies the small increase in size."
keys,key,,,"the <span class=""AS"">key</span> bindings take a little getting used to, but have loved the Macbook Pro.","I love the feel of the <span class=""AS"">key</span> board, as well as the trackpad.","Most laptops and notebooks are difficult to <span class=""AS"">key</span> on.","The only thing I miss are the ""Home/End"" type <span class=""AS"">keys</span> and other things that I grew accustomed to after so long.","cosmetically, the only thing they changed was 2 of the Function <span class=""AS"">keys</span> at the top.","Also, I have had alot of trouble with the <span class=""AS"">keys</span> sticking and will not type correctly.","A <span class=""AS"">key</span> contributor that led me to Mac is the art aspect.","The backlit <span class=""AS"">keys</span> are wonderful when you are working in the dark.","For me, <span class=""AS"">keys</span> were starting to get stuck and wouldn't type very well.","I bought a protector for my <span class=""AS"">key</span> pad and it works great","Another thing is that after only a month the left mouse <span class=""AS"">key</span> broke and it costed $175 to send it in to fix it.","I love the lit up <span class=""AS"">keys</span> and screen display...","I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the <span class=""AS"">key</span> board, as I am used to a bigger one and pounding.","It's so nice to look at and the <span class=""AS"">keys</span> are easy to type with.","Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no <span class=""AS"">keys</span> sticking or lagging, strange configuration of ""extra key"", etc.","Also, I have had alot of trouble with the shift <span class=""AS"">key</span> to go to other lines.","Externally the <span class=""AS"">keys</span> on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","The only thing that I have, is the <span class=""AS"">key</span> broad is a little dark to see the letters, would help if it was a little lighter then it is.","Sure it has the one touch <span class=""AS"">keys</span> but that was the best feature of the computer.","when you go to open it it asks for a product <span class=""AS"">key</span> which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good."
