Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
track pad,,,,"Only problem that I had was that the <span class=""AS"">track pad</span> was not very good for me, I only had a problem once or twice with it,","The <span class=""AS"">track pad</span> to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","The <span class=""AS"">track pad</span> is a bit squirrely at times- sometimes too sensitive, and sometimes a bit unresponsive, but it's usable.","It is very slim, the <span class=""AS"">track pad</span> is very much impressed with me.","The operating system and user interface is very intuitive, and the large multi-touch <span class=""AS"">track pad</span> is amazing."
time,,,,"Was this product worth my <span class=""AS"">time</span> and money to ever want to purchase another products that is toshiba or relating to toshiba?","I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came <span class=""AS"">time</span> to have it repaired under the Toshiba Warranty.","I saw this one, and I have the most difficult <span class=""AS"">time</span> trying to use them, they've made great dust collectors, I hate putting this computer down","The computer loads in about a 1/10th of the <span class=""AS"">time</span> that my PC did, and I have all of the programs that were on my PC.","Just don't waste your <span class=""AS"">time</span> and money on this.","Every <span class=""AS"">time</span> I log into the system after a few hours, there is this endlessly frustrating process that I have to go through.","And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first <span class=""AS"">time</span> during my purchase of the laptop","I remind myself from <span class=""AS"">time</span> to time to take off my watch when ever I look at the small scratch that it has caused.","The internet was locekd and froze every <span class=""AS"">time</span> it was trying to be used, and the command prompt would not work at all.","and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same <span class=""AS"">time</span> in one screen) are great for those who are working non stop or just shopping online.","Trying to balance all of my roles leaves very little <span class=""AS"">time</span> for me to do anything, so I want to manage my time I do have to be the most efficient.","I've saved a lot of <span class=""AS"">time</span> and headaches so far, using my new MacBook Pro.","The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around <span class=""AS"">time</span> except the computer was not repaired when it was returned.","With a MAC computer I have more free <span class=""AS"">time</span> as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.","This <span class=""AS"">time</span> the mouse pad and right click key wouldn't work!","I BOUGHT THIS LAP TOP AND THE CHARGE <span class=""AS"">TIME</span> DOSEN'T LAST","Mac computers automatically ""defrag"" each <span class=""AS"">time</span> you start your computer.","Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long <span class=""AS"">time</span> for a laptop).","It cannot save the correct date and <span class=""AS"">time</span> I set.","Also, the space bar makes a noisy click every <span class=""AS"">time</span> you use it."
company,,,,""" How can a <span class=""AS"">company</span> that makes a fairly decent product get away with such insanity??!!","The <span class=""AS"">company</span> sent me a whole new cord overnight and apologized.","With today's <span class=""AS"">company</span> fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","And having to deal with the <span class=""AS"">company</span> has been a even worse nightmare.","But while this is one big advantage (as you may know from the <span class=""AS"">company</span> s recent commercials) there are other things to consider before going with Apple.","this <span class=""AS"">company</span> truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...","I don't like this <span class=""AS"">company</span> nor the toshiba brand, and I'll never  buy another one because I've put more into it"
keys,key,,,"when you go to open it it asks for a product <span class=""AS"">key</span> which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.","Also, I have had alot of trouble with the shift <span class=""AS"">key</span> to go to other lines.","A <span class=""AS"">key</span> contributor that led me to Mac is the art aspect.","This time the mouse pad and right click <span class=""AS"">key</span> wouldn't work!","Sure it has the one touch <span class=""AS"">keys</span> but that was the best feature of the computer.","Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no <span class=""AS"">keys</span> sticking or lagging, strange configuration of ""extra key"", etc.","I love the lit up <span class=""AS"">keys</span> and screen display...","The backlit <span class=""AS"">keys</span> are wonderful when you are working in the dark.","Also, I have had alot of trouble with the <span class=""AS"">keys</span> sticking and will not type correctly.","cosmetically, the only thing they changed was 2 of the Function <span class=""AS"">keys</span> at the top.","the <span class=""AS"">key</span> bindings take a little getting used to, but have loved the Macbook Pro.","Externally the <span class=""AS"">keys</span> on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","For me, <span class=""AS"">keys</span> were starting to get stuck and wouldn't type very well.","It's so nice to look at and the <span class=""AS"">keys</span> are easy to type with.","The only thing I miss are the ""Home/End"" type <span class=""AS"">keys</span> and other things that I grew accustomed to after so long.","It's been a couple weeks since the purchase and I'm struggle with finding the correct <span class=""AS"">keys</span> (but that was expected).","I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the <span class=""AS"">key</span> board, as I am used to a bigger one and pounding.","One drawback, I wish the <span class=""AS"">keys</span> were backlit.","There are no gold <span class=""AS"">key</span> numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.","I bought a protector for my <span class=""AS"">key</span> pad and it works great"
video editing,,,,"It's also very capable of doing moderate <span class=""AS"">video editing</span> (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing)."
performance,,,,"It's also very capable of doing moderate video editing (although you may need the <span class=""AS"">performance</span> boost of the larger MacBook Pros for heavy duty mobile video editing).","I can say that I am fully satisfied with the <span class=""AS"">performance</span> that the computer has supplied.","I have been very pleased with the <span class=""AS"">performance</span> of this laptop.","you can find many laptops with the same <span class=""AS"">performance</span> and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","Strong <span class=""AS"">performance</span> in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","I was surprised with the <span class=""AS"">performance</span> and quality of this HP Laptop.","And the ram (the thing that makes it faster) comes sporting 2 gigs for high <span class=""AS"">performance</span> to handle more stuff at once and surf the web a whole lot faster than before.","System is loosing about 20% of <span class=""AS"">performance</span> because of that.","I highly recommend this laptop to anybody that wants great <span class=""AS"">performance</span> from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.","It was also suffering from hardware (keyboard) issues, relatively slow <span class=""AS"">performance</span> and shortening battery lifetime.","I was looking too closely at the other <span class=""AS"">performance</span> specs and while comparing, I took it for granted that these features were standard.","I would not recommend this to anyone wanting a notebook expecting the <span class=""AS"">performance</span> of a Desktop it does not meet the expectations.","I bought this laptop because of the <span class=""AS"">performance</span> to price ratio.","and it does not affect <span class=""AS"">performance</span> at all, I just chose to hide the message.","Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in <span class=""AS"">performance</span> (2.3 GHz v/s 2.4 GHz).","I'm really impressed with the quality and <span class=""AS"">performance</span> for the price of the computer.","Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system <span class=""AS"">performance</span> when it comes to a mac.","The <span class=""AS"">performance</span> seems quite good, and built-in applications like iPhoto work great with my phone and camera.","The <span class=""AS"">performance</span> is definitely superior to any computer I've ever put my hands on.","I personally like the gaming look but needed a machine that delivered gaming <span class=""AS"">performance</span> while still looking professional in front of my customers."
need,,,,"It's also very capable of doing moderate video editing (although you may <span class=""AS"">need</span> the performance boost of the larger MacBook Pros for heavy duty mobile video editing).","Does everything I <span class=""AS"">need</span> it to, has a wonderful battery life and I couldn't be happier.","After purchasing this thing, I find out that I <span class=""AS"">need</span> a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.","My friends or children use that when they <span class=""AS"">need</span> to borrow the Net =)","Also, if you <span class=""AS"">need</span> to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.","If the number of patrons in the Apple store are any indication, HP and other PC manufacturers <span class=""AS"">need</span> to take note.","This computer does everything i <span class=""AS"">need</span> it to do for school and more.","I think this will happen to any new version of computer/phone released and I <span class=""AS"">need</span> to wait for the next set of updates to have all of this fixed.","It gives me the power and speed that I <span class=""AS"">need</span> to run all the programs I use to edit.","This laptop does everything I <span class=""AS"">need</span> it to very well.","Second HDD cover has walls inside that <span class=""AS"">need</span> to be broken if you what to install one.","It has everything you <span class=""AS"">need</span> to get the job done.","Again, decent comp for the price, and I was in <span class=""AS"">need</span> of one quickly as my other laptop died on me.","About 1/2 of the sites I <span class=""AS"">need</span> to visit because of my work contain some type of Flash.","I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I <span class=""AS"">need</span> to use all at once without slowing me down.","The only thing I didn't learn in my research was the software I would <span class=""AS"">need</span> like privacy protection and warranty protection, in case it gets broken, or crashes etc.","It doesn't have a lot of frills, but I didn't <span class=""AS"">need</span> any, and being able to buy what I needed, and not more than I needed was very important.","If what you <span class=""AS"">need</span> is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.","(but Office can be purchased) IF I ever <span class=""AS"">need</span> a laptop again I am for sure purchasing another Toshiba!!","There are differences that you <span class=""AS"">need</span> to know and take time to learn."
videos,video,,,"It's also very capable of doing moderate <span class=""AS"">video</span> editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).","Looking to take my <span class=""AS"">video</span> and photo editing to the next level, I decided to purchase the MBP 15in Intel Core i5 after reading consumer reviews as well as professional reviews of this laptop.","I work with kids and they love making short <span class=""AS"">videos</span> on there.","I can throw anything at it (and I do), Pictures, <span class=""AS"">video</span> editing, schoolwork.","The <span class=""AS"">video</span> card is great for media, and above average for gaming, but not a gamers first choice.","And the screen on this thing is absolutely amazing for high quality <span class=""AS"">videos</span> and movies and gaming.","Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching <span class=""AS"">videos</span> let alone playing steam games","It's great for streaming <span class=""AS"">video</span> and other entertainment uses.","Can listen to my music and watch my <span class=""AS"">videos</span> with ease and with a great display.","Right out of the box, this little netbook did everything I asked of it, including streaming the everyday <span class=""AS"">video</span> you're bound to encounter checking mail and websites (my biggest complaint previously).","overall i would recomend this to anybody and tell them that if they want to burn their music or play there <span class=""AS"">video</span> games to buy the cd drive.","Theres a built in camera with special effects- for <span class=""AS"">video</span> and photography.","That being said, it still runs <span class=""AS"">video</span> in full screen decently.","The <span class=""AS"">video</span> chat is the only thing that is iffy about it","this is my second one and the same problem, bad <span class=""AS"">video</span> card  unreliable overall, this will be my second time returning this laptop back to best buy.","The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and <span class=""AS"">videos</span> from my trip.","Does a great job with <span class=""AS"">video</span> shot on a Canon 5D MKII.","my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated <span class=""AS"">video</span> card."
life,,,,"Battery is not upgradable to a longer <span class=""AS"">life</span> battery.","Does everything I need it to, has a wonderful battery <span class=""AS"">life</span> and I couldn't be happier.","Having a Mac certainly makes <span class=""AS"">life</span> easier.","The display on this computer is the best I've seen in a very long time, the battery <span class=""AS"">life</span> is very long and very convienent.","The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery <span class=""AS"">life</span> five days a week.","They also have a longer service <span class=""AS"">life</span> than other computers (I have several friends who still use the older Apple PowerBooks).","The battery <span class=""AS"">life</span> also doesn't keep up with the claim","The battery <span class=""AS"">life</span> sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.","-Computer crashed frequently and battery <span class=""AS"">life</span> decreased very quickly.","I can't imagine my <span class=""AS"">life</span> without it anymore!","Overall I feel this netbook was poor quality, had poor performance, although it did have great battery <span class=""AS"">life</span> when it did work.","A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE <span class=""AS"">LIFE</span> OF 11 HOURS","The battery <span class=""AS"">life</span> is probably an hour at best.","this computer will last you at least 7 years, thats an amazing <span class=""AS"">life</span> spanned an electronic.","My <span class=""AS"">life</span> has been enriched since I have been using Apple products.","I would recommend this computer to anyone searching for the perfect laptop, and the battery <span class=""AS"">life</span> is amazing.","and she reports that the battery <span class=""AS"">life</span> lasts all day for her","I am pleased with the fast log on, speedy WiFi connection and the long battery <span class=""AS"">life</span> (>6 hrs).","Screen is awesome, battery <span class=""AS"">life</span> is good.","very convenient when you travel and the battery <span class=""AS"">life</span> is excellent..."
iphoto,,,,"Came with <span class=""AS"">iPhoto</span> and garage band already loaded.","The programs are great, like <span class=""AS"">iphoto</span> (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","The performance seems quite good, and built-in applications like <span class=""AS"">iPhoto</span> work great with my phone and camera."
price,,,,"The <span class=""AS"">price</span> is higher than most lab top out there; however, he/she will get what they paid for, which is a great computer.","Like the <span class=""AS"">price</span> and operation.","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the <span class=""AS"">price</span> will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same <span class=""AS"">price</span> you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.","it has all the features that we expected and the <span class=""AS"">price</span> was good, working well so far.","The <span class=""AS"">price</span> was very good, and the product is top quality.","High <span class=""AS"">price</span> tag, however.","For the [$] <span class=""AS"">price</span> (special offer) this is a great laptop.","Everything I wanted and everything I needed and the <span class=""AS"">price</span> was great!","A cheaper <span class=""AS"">price</span> should not equal a ""cheap"" product.","this is the best <span class=""AS"">price</span> we can get for a great product.","The <span class=""AS"">price</span> and features more than met my needs.","Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this notebook I don't like, especially considering the $350 <span class=""AS"">price</span> tag.","Premium <span class=""AS"">price</span> for the OS more than anything else.","If you ask me, for this <span class=""AS"">price</span> it should be included.","I got this at an amazing <span class=""AS"">price</span> from Amazon and it arrived just in time.","We researched and found the best <span class=""AS"">price</span> at MacConnection.","I think this is about as good as it gets at anything close to this <span class=""AS"">price</span> point.","So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the <span class=""AS"">price</span> of a new one).","I bought this laptop because of the performance to <span class=""AS"">price</span> ratio."
power,,,,"The magnetic plug-in <span class=""AS"">power</span> charging power cord is great (I even put it to the test by accident)- excellent innovation!","First it burned or fused the <span class=""AS"">power</span> adapter plug.","The sheer <span class=""AS"">power</span> and flexibility makes the MacBook Pro a must have for any techie!","It gives me the <span class=""AS"">power</span> and speed that I need to run all the programs I use to edit.","My <span class=""AS"">power</span> supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","It has easy to use features and all the speed and <span class=""AS"">power</span> I could ask for.","When this happened I would have to completely <span class=""AS"">power</span> off my computer and restart it.","Now I have the best of both worlds with all of the <span class=""AS"">power</span> and ease of the Mac!","It's also very energy efficient, running on a quarter of the <span class=""AS"">power</span> it takes to run a 60 Watt lightbulb.","Once again, I was told it was the suspicious  <span class=""AS"">power</span> supply  problem.","Very long-life battery (up to 10-11 hours depending on how you configure <span class=""AS"">power</span> level settings).","The <span class=""AS"">power</span> plug has to be connected to the power adaptor to charge the battery but won't stay connected.","Needs a CD/DVD drive and a bigger <span class=""AS"">power</span> switch.","Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even <span class=""AS"">power</span> on.","Tech support tells me the latter problem is a <span class=""AS"">power</span> supply problem and have offered to fix it if it happens again.","The hard drive crashed as well, and I had to buy a new  <span class=""AS"">power</span> cord.","After 2 months of complaints, Asus finally sent the right <span class=""AS"">power</span> supply to my techies.","Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with <span class=""AS"">power</span> supply.","It had most of the features and all of the <span class=""AS"">power</span> that I wanted to replace my desktop machine.","Was searching online for a <span class=""AS"">power</span> supply when I found this site."
cords,cord,,,"The magnetic plug-in power charging power <span class=""AS"">cord</span> is great (I even put it to the test by accident)- excellent innovation!","I charge it at night and skip taking the <span class=""AS"">cord</span> with me because of the good battery life.","The company sent me a whole new <span class=""AS"">cord</span> overnight and apologized.","My power supply <span class=""AS"">cord</span> developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","I just took the broken <span class=""AS"">cords</span> into the Apple store and they gave me new ones."
memory,,,,"I upgraded the <span class=""AS"">memory</span> and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","And at one point, they blame me for installing a bad <span class=""AS"">memory</span> stick when I upgrade my memory for the first time during my purchase of the laptop","(I bought the <span class=""AS"">memory</span> stick they recomended).","it has 3 usb ports, 1 sd <span class=""AS"">memory</span> card reader and an sd memory car expansion.","I work in film editing and post production, so I need a laptop that not only has power, but <span class=""AS"">memory</span> and speed as well.","I could save ten essay papers and have hardly any <span class=""AS"">memory</span> left.","It has enough <span class=""AS"">memory</span> and speed to run my business with all the flexibility that comes with a laptop.","It has a lot of <span class=""AS"">memory</span> and a great battery life.","The RAM <span class=""AS"">memory</span> is good but should have splurged for 8Mb instead of 4Mb.","Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more <span class=""AS"">memory</span> for $75.","We upgraded the <span class=""AS"">memory</span> to four gigabytes in order to take advantage of the performace increase in speed.","They should have included more <span class=""AS"">memory</span> on their computers if they knew Vista would run slowly.","It has just enough RAM to run smoothly and enough <span class=""AS"">memory</span> to satisfy my needs.","The <span class=""AS"">memory</span> was gone and it was not able to be used.","Buy the separate RAM <span class=""AS"">memory</span> and you will have a rocket!","There is hardly any <span class=""AS"">memory</span> on the computer's hard drive.","If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of <span class=""AS"">memory</span> to spice it all up a bit more."
battery life,,,,"Does everything I need it to, has a wonderful <span class=""AS"">battery life</span> and I couldn't be happier.","The display on this computer is the best I've seen in a very long time, the <span class=""AS"">battery life</span> is very long and very convienent.","The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of <span class=""AS"">battery life</span> five days a week.","The <span class=""AS"">battery life</span> also doesn't keep up with the claim","The <span class=""AS"">battery life</span> sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.","-Computer crashed frequently and <span class=""AS"">battery life</span> decreased very quickly.","Overall I feel this netbook was poor quality, had poor performance, although it did have great <span class=""AS"">battery life</span> when it did work.","The <span class=""AS"">battery life</span> is probably an hour at best.","I would recommend this computer to anyone searching for the perfect laptop, and the <span class=""AS"">battery life</span> is amazing.","and she reports that the <span class=""AS"">battery life</span> lasts all day for her","I am pleased with the fast log on, speedy WiFi connection and the long <span class=""AS"">battery life</span> (>6 hrs).","Screen is awesome, <span class=""AS"">battery life</span> is good.","very convenient when you travel and the <span class=""AS"">battery life</span> is excellent...","I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and <span class=""AS"">battery life</span> (yes, it gets the 8 hours as advertised!).","The <span class=""AS"">battery life</span> is amazing, the versitility is outstanding.","Another thing I might add is the <span class=""AS"">battery life</span> is excellent.","The statement of 7 hour <span class=""AS"">battery life</span> is not just mere exaggeration -- it's a lie.","My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards, however the trade-off is that you achieve a longer <span class=""AS"">battery life</span> (of about 2 more hours).","The <span class=""AS"">battery life</span> is amazingly long at 7hrs and 5hrs if you use it.","The <span class=""AS"">battery life</span> is also relatively good."
everything,,,,"Does <span class=""AS"">everything</span> I need it to, has a wonderful battery life and I couldn't be happier.","packing and <span class=""AS"">everything</span> was perfect","Super light, super sexy and <span class=""AS"">everything</span> just works.","This thing is awesome, <span class=""AS"">everything</span> always works, everything is always easy to set up, everything is compatible, its literally everything I could ask for.","Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get <span class=""AS"">everything</span> done.","I've already upgraded o Mavericks and I am impressed with <span class=""AS"">everything</span> about this computer.","The OS is fast and fluid, <span class=""AS"">everything</span> is organized and it's just beautiful.","This flaw unfortunately detracts from <span class=""AS"">everything</span> else Apple got right with the Mini.","This computer does <span class=""AS"">everything</span> i need it to do for school and more.","It did <span class=""AS"">everything</span> we expected!","This laptop does <span class=""AS"">everything</span> I need it to very well.","Probably as good as you can get in a netbook, does <span class=""AS"">everything</span> I ask for and has some very good unexpected pluses.","It has <span class=""AS"">everything</span> you need to get the job done.","I love <span class=""AS"">everything</span> about this computer.","Starts up in a hurry and <span class=""AS"">everything</span> is ready to go.","pretty much <span class=""AS"">everything</span> else about the computer is good","When I finally had <span class=""AS"">everything</span> running with all my software installed I plugged in my droid to recharge and the system crashed.","The ease in which you set <span class=""AS"">everything</span> up is such that a child could do it.","When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, <span class=""AS"">everything</span> from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.","It has <span class=""AS"">everything</span> I would need for a home computer."
web cam,,,,"It also came with a built it <span class=""AS"">web cam</span> which is great because I can see an communicate with my family members back home."
drives,drive,,,"I can't believe how quiet the hard <span class=""AS"">drive</span> is and how quick this thing boots up.","After replacing the hard <span class=""AS"">drive</span> the battery stopped working  (3 months of use) which was frustrating.","While the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can <span class=""AS"">drive</span> you crazy trying to deal with the PC world.","I gave it to my daughter because I just hated the screen, hated that it had no cd <span class=""AS"">drive</span> to at least play cd's when I wanted to listen to music and do schoolwork.","I asked them if they were seriously trying to <span class=""AS"">drive</span> me insane!","So, after Apple replaced the hard <span class=""AS"">drive</span> I enjoyed another 4 months of my new computer, until it froze this morning--completely.","The cover for the DVD <span class=""AS"">drive</span> soon came off, too--a mark of poor construction quality.","It <span class=""AS"">drives</span> me crazy when I want to download a game or something of that nature","Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard <span class=""AS"">drive</span> crashed.","Many of my classmates computers hard <span class=""AS"">drives</span> crashed.","After replacing the hard <span class=""AS"">drive</span> the battery stopped working  (3 months of use) which was frustrating.","After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid <span class=""AS"">drives</span> and an OWC upgrade kit to install the second hard drive.","There is no cd <span class=""AS"">drive</span> on the computer, which defeats the purpose of keeping files on a cd.","Then the hard <span class=""AS"">drive</span> failed;","I am not sure if it was the <span class=""AS"">drive</span> itself, however;","This just keeps having it's hard <span class=""AS"">drive</span> replaced!","Needs a CD/DVD <span class=""AS"">drive</span> and a bigger power switch.","I am not going to sit here and complain about it not having a cd <span class=""AS"">drive</span> and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","I had it four months when my disc <span class=""AS"">drive</span> refused to open.","He has replaced his hard <span class=""AS"">drive</span> twice"
mouse,,,,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy <span class=""AS"">mouse</span> pad.","Typically, when I purchase a new laptop I always end up using an external <span class=""AS"">mouse</span> for convenience.","the <span class=""AS"">mouse</span> pad and buttons are the worst i've ever seen.","I've owned this labtop for less then two months, already the <span class=""AS"">mouse</span> button has broke.","This time the <span class=""AS"">mouse</span> pad and right click key wouldn't work!","the <span class=""AS"">mouse</span> is way way way to sensitve.","The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a <span class=""AS"">mouse</span> with it.","we were like we will just by a portable <span class=""AS"">mouse</span> which would be way cheaper","it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right <span class=""AS"">mouse</span> click menu.","On my PowerBook G4 I would never use the trackpad I would use an external <span class=""AS"">mouse</span> because I didn't like the trackpad.","I also had a problem with the touchpad that caused the <span class=""AS"">mouse</span> pointer to jump all over the screen.","the <span class=""AS"">mouse</span> on the pad, the left button always sticks.","the <span class=""AS"">mouse</span> jumps around all the time and it clicks stuff","Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the <span class=""AS"">mouse</span> pad and where the heals of my hands sit, and the screen has a terrible glare.","However, the multi-touch gestures and large tracking area make having an external <span class=""AS"">mouse</span> unnecessary (unless you're gaming).","I wish the volume could be louder and the <span class=""AS"">mouse</span> didnt break after only a month.","while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the <span class=""AS"">mouse</span> command buttons.","I had to buy a wireless <span class=""AS"">mouse</span> to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.","Needs Power and <span class=""AS"">Mouse</span> Cable to Plug in back instead of side,","In the way of operating a <span class=""AS"">mouse</span> in small area."
service,,,,"As usual at customer <span class=""AS"">service</span> center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","I had purchased it from a major electronics store and took it to their <span class=""AS"">service</span> department to find out what the problem was.","Do you think it's fun to take public transport all the way to the <span class=""AS"">service</span> center and get a non-satisfactory solution?","They also have a longer <span class=""AS"">service</span> life than other computers (I have several friends who still use the older Apple PowerBooks).","The technical <span class=""AS"">service</span> for dell is so 3rd world it might as well not even bother.","Newegg's RMA <span class=""AS"">service</span> was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.","then on top of it all their cusromer <span class=""AS"">service</span> center is in the middle east.","The <span class=""AS"">service</span> I received from Toshiba went above and beyond the call of duty.","The shop will definitely push the problem to the <span class=""AS"">service</span> center.","I cannot be happier with the <span class=""AS"">service</span> or product.","They need to stop outsoucing and send some complaint calls to US based customer <span class=""AS"">service</span> agents for those who live in the United states.","Asked the customer <span class=""AS"">service</span> rep.","Going to bring it to <span class=""AS"">service</span> today.","Its ease of use and the top <span class=""AS"">service</span> from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.","When I called Sony the Customer <span class=""AS"">Service</span> was Great.","It arrived so fast and customer <span class=""AS"">service</span> was great.","thanks for great <span class=""AS"">service</span> and shipping!","So, I paid a visit to LG notebook <span class=""AS"">service</span> center at Alexandra Road, hoping they can make the hinge tighter.","If this is an improvement in Customer <span class=""AS"">Service</span> then I would hate too see what it was before!","In desparation, I called their Customer <span class=""AS"">Service</span> number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"")."
moments,moment,,,"As usual at customer service center, she asked me to hold for a <span class=""AS"">moment</span> while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","My computer froze on several occasion, had buttons that randomely would fall off and even had <span class=""AS"">moments</span> when the computer would refuse to turn on at all.","Those <span class=""AS"">moments</span> in thime where you want to throw something against the wall?","Applications open in seconds and there are no lags, hiccups or awkward <span class=""AS"">moments</span> when you wonder whether your computer is out for tea.","From the <span class=""AS"">moment</span> I opened the box to the present it has been a great joy.","I bought this laptop the <span class=""AS"">moment</span> unibody product came to the market."
mac book,,,,"2nd <span class=""AS"">Mac book</span> I have purchased from MacConnection.","It s heavy for <span class=""AS"">Mac book</span> but is good.","I bought this <span class=""AS"">Mac book</span> pro along with a new 27"" iMac and while they are still light years more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","My review mainly talks about the difference I have felt between an early 2011 and late 2011 <span class=""AS"">mac book</span> pro.","So, I thought why not give <span class=""AS"">Mac Book</span> pro a try.","But let me tell you, the <span class=""AS"">mac book</span> pro is so professional.","D  really the <span class=""AS"">mac book</span> pro is the best laptop specially for students in college if you are not caring about price.","I was also informed that the components of the <span class=""AS"">Mac Book</span> were dirty.","The cool thing about the <span class=""AS"">Mac Book</span> was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","Three, the <span class=""AS"">mac book</span> has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac."
