Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
keys,key,,,"the <span class=""AS"">key</span> bindings take a little getting used to, but have loved the Macbook Pro.","I love the feel of the <span class=""AS"">key</span> board, as well as the trackpad.","Most laptops and notebooks are difficult to <span class=""AS"">key</span> on.","The only thing I miss are the ""Home/End"" type <span class=""AS"">keys</span> and other things that I grew accustomed to after so long.","cosmetically, the only thing they changed was 2 of the Function <span class=""AS"">keys</span> at the top.","Also, I have had alot of trouble with the <span class=""AS"">keys</span> sticking and will not type correctly.","A <span class=""AS"">key</span> contributor that led me to Mac is the art aspect.","The backlit <span class=""AS"">keys</span> are wonderful when you are working in the dark.","For me, <span class=""AS"">keys</span> were starting to get stuck and wouldn't type very well.","I bought a protector for my <span class=""AS"">key</span> pad and it works great","Another thing is that after only a month the left mouse <span class=""AS"">key</span> broke and it costed $175 to send it in to fix it.","I love the lit up <span class=""AS"">keys</span> and screen display...","I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works great, need to get adjusted to the <span class=""AS"">key</span> board, as I am used to a bigger one and pounding.","It's so nice to look at and the <span class=""AS"">keys</span> are easy to type with.","Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no <span class=""AS"">keys</span> sticking or lagging, strange configuration of ""extra key"", etc.","Also, I have had alot of trouble with the shift <span class=""AS"">key</span> to go to other lines.","Externally the <span class=""AS"">keys</span> on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","The only thing that I have, is the <span class=""AS"">key</span> broad is a little dark to see the letters, would help if it was a little lighter then it is.","Sure it has the one touch <span class=""AS"">keys</span> but that was the best feature of the computer.","when you go to open it it asks for a product <span class=""AS"">key</span> which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good."
lot,,,,"The difference is it's a whole <span class=""AS"">lot</span> of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.","I've saved a <span class=""AS"">lot</span> of time and headaches so far, using my new MacBook Pro.","The Material this Pro is made out of seems a <span class=""AS"">lot</span> nicer than any PC","Like I said this performs a <span class=""AS"">lot</span> better than any computer I've had in the past.","I did a <span class=""AS"">lot</span> of research and ended up thinking this Toshiba was the best one for me.","As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a <span class=""AS"">lot</span> longer.","It doesn't have a <span class=""AS"">lot</span> of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.","The only downfall is a <span class=""AS"">lot</span> of the software I have won't work with Mac and iWork is not worth the price of it.","Just bit the bullet and bought the Mac hoping it will last a <span class=""AS"">lot</span> longer….","A <span class=""AS"">lot</span> of features and shortcuts on the MBP that I was never exposed to on a normal PC.","Minis make sense for a <span class=""AS"">lot</span> of people.","It just works out of the box and you have a <span class=""AS"">lot</span> of cool software included with the OS.","I do find that my MacBook has a <span class=""AS"">lot</span> more bells and whistles than a normal PC especially if you enjoy technology, downloading pictures and graphic design.","It's so much easier to navigate through the operating system, to find files, and it runs a <span class=""AS"">lot</span> faster!","The unibody construction really does feel <span class=""AS"">lot</span> more solid than Apple's previous laptops.","A <span class=""AS"">lot</span> of help they WEREN'T!","And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole <span class=""AS"">lot</span> faster than before.","I play a <span class=""AS"">lot</span> of casual games online, and the touchpad is very responsive.","I do not experience a <span class=""AS"">lot</span> of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.","I have found a <span class=""AS"">lot</span> of online sources to help me but think that I would have learned a lot quicker if I would have taken the class."
asus,,,,"I took it back for an <span class=""AS"">Asus</span> and same thing- blue screen which required me to remove the battery to reset.","My last laptop was a 17"" <span class=""AS"">ASUS</span> gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.","My wife also has problems with her <span class=""AS"">Asus</span> - different model.","I agree with the previous comment that <span class=""AS"">ASUS</span> TECH SUPPORT IS HORRIBLE","I know that <span class=""AS"">ASUS</span> is known for making motherboards, but this is the worst computer experience that I have ever had.","Congratulations <span class=""AS"">Asus</span> for creating one big piece of dump which is my laptop.","bought the first <span class=""AS"">asus</span> laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.","Instead of taking another chance on Toshiba, I went with an <span class=""AS"">Asus</span> G73JH-x3."
customer,,,,"As usual at <span class=""AS"">customer</span> service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","They need to stop outsoucing and send some complaint calls to US based <span class=""AS"">customer</span> service agents for those who live in the United states.","(you know it is a bit insulating when a company this rich, offer a loyal <span class=""AS"">customer</span> like me, a bottom of their product line as a gift for events like this).","So I called <span class=""AS"">customer</span> support (which is good too) and they went through it and it is just a safety feature","I heard their <span class=""AS"">customer</span> service was lacking and that they were working on improving it!","Have not yet needed any <span class=""AS"">customer</span> support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.","In desparation, I called their <span class=""AS"">Customer</span> Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","Apple is unmatched in product quality,aesthetics,craftmanship, and <span class=""AS"">customer</span> service.","It arrived so fast and <span class=""AS"">customer</span> service was great.","Dell's <span class=""AS"">customer</span> disservice is an insult to it's customers who pay good money for shoddy products.","If this is an improvement in <span class=""AS"">Customer</span> Service then I would hate too see what it was before!","You may just lose 1 <span class=""AS"">customer</span> for now.","I had to get Apple <span class=""AS"">Customer</span> Support to correct the problem.","Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad <span class=""AS"">customer</span> services I received over the phone with toshiba customer services hotlines.","The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the <span class=""AS"">customer</span> no longer is right all the times.","Took several hours with <span class=""AS"">customer</span> support before I could even start the PC out of the box."
owner,,,,"And now I am a proud MacBook <span class=""AS"">owner</span> also!","I my wife is also now the proud <span class=""AS"">owner</span> of a Macbook as well!","Two years after buying this laptop, I am now the proud <span class=""AS"">owner</span> of a lemon.","As an <span class=""AS"">owner</span> of a Toshiba Satalite laptop computer things you should know before you buy."
colors,color,,,"The screen is very large and crystal clear with amazing <span class=""AS"">colors</span> and resolution.","Its white <span class=""AS"">color</span> is stylish for college students and easy to take to carry and take to classes.","It's still beautiful and has better <span class=""AS"">color</span> reproduction than I could ever expect from a notebook.","It's <span class=""AS"">color</span> is even cool.","Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic <span class=""AS"">colors</span> to choose from.","Also stunning <span class=""AS"">colors</span> and speedy"
reason,,,,"My main <span class=""AS"">reason</span> to convert was the imovie program.","This is another <span class=""AS"">reason</span> to like the Mac.","This is what they told me: It heats up, and that is the <span class=""AS"">reason</span> we no longer call them laptops, and simply categorize them as portables.","As I soon discovered, though, there is a <span class=""AS"">reason</span> for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","The <span class=""AS"">reason</span> why I choose apple MacBook because of their design and the aluminum casing.","The #1 <span class=""AS"">reason</span> that is always repeated.","I needed a new computer for graduate school (had never owned a laptop before), and the only <span class=""AS"">reason</span> I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.","But, like I said before, the only <span class=""AS"">reason</span> I don't currently have a Mac laptop is because all of their laptops are too pricey.","It was just one problem after another for me, and that's <span class=""AS"">reason</span> we had forked out so much money was so we wouldn't have anything to worry about."
machine,,,,"This <span class=""AS"">machine</span> is flawless, fast, and classy.","It's so nice that the battery last so long and that this <span class=""AS"">machine</span> has the snow lion!","I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful <span class=""AS"">machine</span> for a great price.","Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows <span class=""AS"">machine</span> have a total score in the 5's.","They basically told me that the <span class=""AS"">machine</span> would be problem free now.","An absolutely hateful <span class=""AS"">machine</span> that no one should get of their own free will.","I custom ordered the <span class=""AS"">machine</span> from HP and could NOT understand the techie due to his accent.","Now the <span class=""AS"">machine</span> won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days","I can never go back to a PC now, this <span class=""AS"">machine</span> never freezes or has any problems.","EVENTUALLY we pushed hard enough to convince them that this was the <span class=""AS"">MACHINE</span> that was causing the problems.","Despite the plethora of problems, I managed to use technological trickery to keep the <span class=""AS"">machine</span> operational for two years.","and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the <span class=""AS"">machine</span> itself.","I have owned at least 4 to 5 laptops and computers - but this is by far the most superior <span class=""AS"">machine</span> I have ever owned.","This <span class=""AS"">machine</span> rocks!","I highly recommend this computer for students looking for a solid <span class=""AS"">machine</span> to get them through college.","But the <span class=""AS"">machine</span> is awesome and iLife is great","I like this <span class=""AS"">machine</span> because its very lightweight...","but I need not have worried - this <span class=""AS"">machine</span> is the fastest I have ever owned...","The <span class=""AS"">machine</span> is slow to boot up and occasionally crashes completely.","This <span class=""AS"">machine</span> was a horrible experience."
days,day,,,"Frustrated I hung up and tried to call back 3 <span class=""AS"">days</span> later to be told that it takes 2-3 days for turnaround time.","Every <span class=""AS"">day</span> I had this computer, something failed on it.","Instead it is sitting in West Verginia waiting for UPS to take two <span class=""AS"">days</span> to send Me a box and Two days for them to ship the computer some 691 miles by air?","It works exactly like it did the <span class=""AS"">day</span> I took it out of the box.","The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every <span class=""AS"">day</span> in my work as a graphic artist run poorly.","They sent me a replacement part and without informing me are requiring that I return it within 15 <span class=""AS"">days</span> or contact them and let them know the broken part will be returned later.","I bought this last week, and the very next <span class=""AS"">day</span> had to return it because it over heated and the touch-mouse stopped responding.","In desparation, I called their Customer Service number and was told that my warranty had expired (2 <span class=""AS"">days</span> old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","Each time taking about 1 <span class=""AS"">day</span> or so.","ANd I babyed the heck out of it just one <span class=""AS"">day</span> when i opened","I droped this once from thetable when my baby girl grabed me one <span class=""AS"">day</span> and IT is still working with NO issues!",": 10 working <span class=""AS"">days</span> or less.","This computer is good for 10 <span class=""AS"">days</span> then it sucks for the rest of your life.","The OS is still as fast as the <span class=""AS"">day</span> that the laptop was purchased and continues to run flawlessly.","I believe I purchased this in Dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 <span class=""AS"">days</span> a week.","The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five <span class=""AS"">days</span> a week.","I just bought this laptop 3 <span class=""AS"">days</span> ago.","I loved it then, but unfortunately it was before the <span class=""AS"">days</span> of wireless internet.","HOWEVER I chose two <span class=""AS"">day</span> shipping and it took over a week to arrive.","not the <span class=""AS"">day</span> received."
keyboard,,,,"Learning all of the <span class=""AS"">keyboard</span> shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.","I tried the <span class=""AS"">keyboard</span> at the store, and it seemed ok.","Runs fast and the regular layout <span class=""AS"">keyboard</span> is so much better.","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple <span class=""AS"">Keyboard</span> and Mouse, all put together in neat and nice package.","The <span class=""AS"">keyboard</span> is slick and quiet and not bulky like some other laptops I have had in the past.","The newer black <span class=""AS"">keyboard</span> took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","i love the <span class=""AS"">keyboard</span> and the screen.","The <span class=""AS"">keyboard</span> is top notch.","The <span class=""AS"">keyboard</span> is too slick.","I was disappointed when I realized that the <span class=""AS"">keyboard</span> doesn't light up on this model.","It is easy to go from one <span class=""AS"">keyboard</span> to another.","OR THE <span class=""AS"">KEYBOARD</span> SIMPLY DOES NOT DETECT THE KEYS","The screen is bright and vivid and the <span class=""AS"">keyboard</span> is very easy to use, very important for use quick typers.","It is easy to use, its <span class=""AS"">keyboard</span> easily accommodates large hands, and its weight is fantasic.","It feels cheap, the <span class=""AS"">keyboard</span> is not very sensitive.","However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted <span class=""AS"">keyboard</span> and easy mouse pad.","The <span class=""AS"">keyboard</span> is like no other laptop keyboard.","THE <span class=""AS"">KEYBOARD</span> FUNCTION IS SIMPLY UNSATISFACTORY.","eg the <span class=""AS"">keyboard</span> is one of the best to type on.","This computer that I have has had issues with the <span class=""AS"">keyboard</span> where it lost half the keyboard functions."
shipping,,,,"The 13"" Macbook Pro just fits in my budget and with free <span class=""AS"">shipping</span> and no tax to CA","(No problem with the ordering or <span class=""AS"">shipping</span> by the way.","I'v spent as much for <span class=""AS"">shipping</span> as I would to buy a new netbook -- of course a different brand.","HOWEVER I chose two day <span class=""AS"">shipping</span> and it took over a week to arrive.","The 13"" Macbook Pro just fits in my budget and with free <span class=""AS"">shipping</span> and no tax to CA","great price free <span class=""AS"">shipping</span> what else can i ask for!!","however, I may have inadvertently thrown out one of the batteries with the <span class=""AS"">shipping</span> carton.","The computer is currently in West Verginia doe to the method of <span class=""AS"">shipping</span> choosen by Toshiba."
price,,,,"this is the best <span class=""AS"">price</span> we can get for a great product.","The <span class=""AS"">price</span> was very good, and the product is top quality.","If you ask me, for this <span class=""AS"">price</span> it should be included.","Was very much worth the <span class=""AS"">price</span> i paid.","This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this <span class=""AS"">price</span> range.","High <span class=""AS"">price</span> tag, however.","Worse, for the <span class=""AS"">price</span> I could get a *netbook* that outperforms this machine.","The <span class=""AS"">price</span> is great for this model, I only plan on using it for media in the entertainment room.","I will never complain about the <span class=""AS"">price</span> since I believe you get what you pay for and my MacBook Pro was worth every dollar.","LOVE THIS LAPTOP WONDERFUL <span class=""AS"">PRICE</span> FOR WHAT YOU GET!","Battery life could be better but overall for the <span class=""AS"">price</span> and Toshiba's reputation for laptops","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the <span class=""AS"">price</span> will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of <span class=""AS"">price</span> and performance.","So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the <span class=""AS"">price</span> of a new one).","The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the <span class=""AS"">price</span> of it.","Like the <span class=""AS"">price</span> and operation.","Everything I wanted and everything I needed and the <span class=""AS"">price</span> was great!","A cheaper <span class=""AS"">price</span> should not equal a ""cheap"" product.","I got this at an amazing <span class=""AS"">price</span> from Amazon and it arrived just in time.","We researched and found the best <span class=""AS"">price</span> at MacConnection."
features,feature,,,"it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the <span class=""AS"">features</span> I was use to on the PC especially the right mouse click menu.","I'ts nice to have the higher-end laptops, but this fits my budget and the <span class=""AS"">features</span> I need.","it's exactly what i wanted, and it has all the new <span class=""AS"">features</span> and whatnot.","I even got my teenage son one, because of the <span class=""AS"">features</span> that it offers, like, iChat, Photobooth, garage band and more!","Im glad that it has such great <span class=""AS"">features</span> in it.","and it comes with the new OSX that comes with new <span class=""AS"">features</span> that makes the use more easy.","I was looking too closely at the other performance specs and while comparing, I took it for granted that these <span class=""AS"">features</span> were standard.","Mac Buyer and am amazed at <span class=""AS"">features</span> and ease of use the Mac offers.","However, I love this particular Mac because its very fast, great size, and has fantastic <span class=""AS"">features</span> like the lighted keyboard and easy mouse pad.","Instead, I'll focus more on the actual performance and <span class=""AS"">feature</span> set of the hardware itself so you can make an educated decision on which Mac to buy.","I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various <span class=""AS"">features</span> and programs.","A lot of <span class=""AS"">features</span> and shortcuts on the MBP that I was never exposed to on a normal PC.","The price premium is a little much, but when you start looking at the <span class=""AS"">features</span> it is worth the added cash.","Its Office compatible, but the <span class=""AS"">features</span> and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","it has all the <span class=""AS"">features</span> that we expected and the price was good, working well so far.","Has all the other <span class=""AS"">features</span> I wanted including a VGA port, HDMI, ethernet and 3 USB ports.","A veryimportant <span class=""AS"">feature</span> is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS","I have been PC for years but this computer is intuitive and its built in <span class=""AS"">features</span> are a great help","Also, macbooks come with much more <span class=""AS"">features</span> which are so cool!","the <span class=""AS"">features</span> are great, the only thing it needs is better speakers."
setup,,,,"it was easy to <span class=""AS"">setup</span> and install, but I am learning as I go and could use a tutorial to learn how to use some of the features I was use to on the PC especially the right mouse click menu.","Everything is so easy and intuitive to <span class=""AS"">setup</span> or configure.","I wish Toshiba would allow their customers to select an option that only boots the OS at <span class=""AS"">setup</span> and removes all the unnecessary stuff.","i <span class=""AS"">setup</span> my password last night with the password on my other computer.","so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful <span class=""AS"">setup</span> so in my opinion you should steer clear of them if you want a decent laptop."
speakers,speaker,,,"The <span class=""AS"">speakers</span> are terrible and are probably the cheapest ones I have ever seen in a laptop","Again, the same problem, the right <span class=""AS"">speaker</span> did not work.","I guess the only good thing that came out of these were the <span class=""AS"">speakers</span> and the subwoofer.","The <span class=""AS"">speakers</span> could have been better","That included the extra Sony Sonic Stage software, the <span class=""AS"">speakers</span> and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.","Returned laptop for a 3rd repair and it came back with previous problems fixed (except for <span class=""AS"">speaker</span> grill) but the unit started locking up during use and eventually would not operate at all.","The right <span class=""AS"">speaker</span> did not work.","Also the <span class=""AS"">speakers</span> are not very loud, But it is a netbook."
deal,,,,"And, if you are going to <span class=""AS"">deal</span> with HP be careful.","It was wonderful <span class=""AS"">deal</span> for the wonderful product.","so we got a good <span class=""AS"">deal</span> on hsn for an ascer notebook and we bought it for him.","While the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can drive you crazy trying to <span class=""AS"">deal</span> with the PC world.","Great <span class=""AS"">deal</span> on an amazing lap top!","was a great <span class=""AS"">deal</span> i will give that.","but it wasn't a <span class=""AS"">deal</span> breaker... this is a great little laptop... love it!","This was a great <span class=""AS"">deal</span> for a decked out MacBook Pro.","And having to <span class=""AS"">deal</span> with the company has been a even worse nightmare.","every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big <span class=""AS"">deal</span> of out that and after so many calls and complaints about their products and services, they finally gave in."
anyone,,,,"So i would not reccomend <span class=""AS"">anyone</span> buying this computer","I would recommend this laptop to <span class=""AS"">anyone</span> looking to get a new laptop who is willing to spend a little more money to get great quality!","I would not recommend this to <span class=""AS"">anyone</span> wanting a notebook expecting the performance of a Desktop it does not meet the expectations.","I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore <span class=""AS"">anyone</span> looking at laptops to stay away from this machine.","The overall build quality of the unit is excellent and she'd recommend it to <span class=""AS"">anyone</span> else looking for a netbook.","I use iphoto all the time, which is a great program for <span class=""AS"">anyone</span> who is into photography - amateurs and experts alike.","I would recommend this computer to <span class=""AS"">anyone</span> searching for the perfect laptop, and the battery life is amazing.","Please, <span class=""AS"">anyone</span> who is considering getting this computer, stop.","it is very easy for <span class=""AS"">anyone</span> to use an apple and specially the mcbook pro notebook.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express.","i think that <span class=""AS"">anyone</span> looking for a good durrable laptop then this is the way to go.","iTunes is a handy music-management program, and it is essential for <span class=""AS"">anyone</span> with an iPod.","I dont understand how <span class=""AS"">anyone</span> can think this is a great product worth purchasing.","so in a brief summary i would have to say that i would not recommend dell vostro 1000 to <span class=""AS"">anyone</span> due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express."
feel,,,,"It is everything I'd hoped it would be from a look and <span class=""AS"">feel</span> standpoint, but somehow a bit more sturdy.","(Beware, their staff could send you back making you <span class=""AS"">feel</span> that only they know what a computer is.","I love the <span class=""AS"">feel</span> of the key board, as well as the trackpad.","If you don't <span class=""AS"">feel</span> comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.","Overall I <span class=""AS"">feel</span> this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","The <span class=""AS"">feel</span> of this is better than the Toshiba, too.","I preferred the fit and <span class=""AS"">feel</span> of the 13 inch.","The real stand out on this computer is the <span class=""AS"">feel</span> of the keyboard and it's speed.","The unibody construction really does <span class=""AS"">feel</span> lot more solid than Apple's previous laptops.","I <span class=""AS"">feel</span> that enough people have Macs these days and that companies need to start making things more compatable than they used to be.","without a big ol' clunky machine in my backpack, I <span class=""AS"">feel</span> like I can do programming homework anywhere."
size computer,,,,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect <span class=""AS"">size computer</span> if you're restricted to the width of your body for computing room."
speaking,,,,"I get a ton of compliments on its size, and <span class=""AS"">speaking</span> as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","Breaking within 1 year of purchase and <span class=""AS"">speaking</span> to 4+ people to report the damaged part will be returned late!","I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english <span class=""AS"">speaking</span> (from Vancouver) techs that walked me through the processes to help me.","So when you do call to complain about the hunk of metal you get the joy of <span class=""AS"">speaking</span> with a bunch of people you cant understand."
performance,,,,"I can say that I am fully satisfied with the <span class=""AS"">performance</span> that the computer has supplied.","I was considering buying the Air, but in reality, this one has a more powerful <span class=""AS"">performance</span> and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.","and it does not affect <span class=""AS"">performance</span> at all, I just chose to hide the message.","I highly recommend this laptop to anybody that wants great <span class=""AS"">performance</span> from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.","I would not recommend this to anyone wanting a notebook expecting the <span class=""AS"">performance</span> of a Desktop it does not meet the expectations.","I was looking too closely at the other <span class=""AS"">performance</span> specs and while comparing, I took it for granted that these features were standard.","Instead, I'll focus more on the actual <span class=""AS"">performance</span> and feature set of the hardware itself so you can make an educated decision on which Mac to buy.","Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system <span class=""AS"">performance</span> when it comes to a mac.","I've been impressed with the battery life and the <span class=""AS"">performance</span> for such a small amount of memory.","System is loosing about 20% of <span class=""AS"">performance</span> because of that.","It's also very capable of doing moderate video editing (although you may need the <span class=""AS"">performance</span> boost of the larger MacBook Pros for heavy duty mobile video editing).","And the ram (the thing that makes it faster) comes sporting 2 gigs for high <span class=""AS"">performance</span> to handle more stuff at once and surf the web a whole lot faster than before.","Strong <span class=""AS"">performance</span> in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","It's not inexpensive but the Hardware <span class=""AS"">performance</span> is impressive for a computer this small.","It was also suffering from hardware (keyboard) issues, relatively slow <span class=""AS"">performance</span> and shortening battery lifetime.","The <span class=""AS"">performance</span> is definitely superior to any computer I've ever put my hands on.","I was surprised with the <span class=""AS"">performance</span> and quality of this HP Laptop.","Amazing <span class=""AS"">Performance</span> for anything I throw at it.","you can find many laptops with the same <span class=""AS"">performance</span> and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","Great <span class=""AS"">Performance</span> and Quality."
size,,,,"We love the <span class=""AS"">size</span> of the screen, although it is still lightweight and very easy to tote around.","At home and the office it gets plugged into an external 24"" LCD screen, so built in screen <span class=""AS"">size</span> is not terribly important.","i love the <span class=""AS"">size</span> of the computer since i play games on it.","The <span class=""AS"">size</span> is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.","They are about the same <span class=""AS"">size</span> keys.","I really like the <span class=""AS"">size</span> and I'm a fan of the ACERS.","But the screen <span class=""AS"">size</span> is not that bad for email and web browsing.","the <span class=""AS"">size</span> of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.","when i first got it i thought the <span class=""AS"">size</span> of it was a joke.","I love the <span class=""AS"">size</span> because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","The downside to this netbook is pretty much the same for any netbook: screen <span class=""AS"">size</span> is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","Awesome laptop and the perfect <span class=""AS"">size</span> to carry around in college.","also...- excellent operating system- <span class=""AS"">size</span> and weight for optimal mobility- excellent durability of the battery-","It's been time for a new laptop, and the only debate was which <span class=""AS"">size</span> of the Mac laptops, and whether to spring for the retina display.","Setting would change for some reason, the screen <span class=""AS"">size</span> would change on it's own, like the pixel sizes and whatnot.","Right <span class=""AS"">size</span> and weight for portability.","Screen <span class=""AS"">size</span> is perfect for portable use in any environment.","the <span class=""AS"">size</span> and look is the most feature that attracted me to it.","Also, because of the <span class=""AS"">size</span> and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","It is lightweight and the perfect <span class=""AS"">size</span> to carry to class."
buy,,,,"I didn't want to <span class=""AS"">buy</span> a generic brand computer","Best <span class=""AS"">Buy</span> was great as always and accepted the return and gave me another model 1764.","You will love this macbook if you choose to <span class=""AS"">buy</span> it.","The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just <span class=""AS"">buy</span> a $60 500gb external hard drive.","I will never <span class=""AS"">buy</span> another HP computer.","Do not  <span class=""AS"">buy</span> it!","In short I would never <span class=""AS"">buy</span> a Compaq again.","Well i got this computer from Best <span class=""AS"">Buy</span> and I have had nothing but problems","If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or <span class=""AS"">buy</span> a USB wireless card.","I took it back to Best <span class=""AS"">Buy</span> where they were so helpful and immediately gave me a new one.","In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not <span class=""AS"">buy</span> this computer.","I run windows via bootcamp for the couple programs I do not want to <span class=""AS"">buy</span> a mac version of, like my cad programs.","Can you <span class=""AS"">buy</span> any laptop that matches the quality of a MacBook?","So if anyones looking to <span class=""AS"">buy</span> a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...","If you don't feel comfortable doing it yourself, just <span class=""AS"">buy</span> the case and be happy, plus it looks nice, I bought the white one from Best Buy.","I was going to <span class=""AS"">buy</span> today and noticed it went back up to $344.99?","It's because when you <span class=""AS"">buy</span> it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","Best <span class=""AS"">Buy</span> ended up junking the computer and giving me a replacement computer.","It doesn't have a lot of frills, but I didn't need any, and being able to <span class=""AS"">buy</span> what I needed, and not more than I needed was very important.","was debating to <span class=""AS"">buy</span> one for months, checked out different stuff on youtube, and read different articles and debates,I just didnt really wanna spend the money"
