Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
owner,,,,"As an <span class=""AS"">owner</span> of a Toshiba Satalite laptop computer things you should know before you buy.","And now I am a proud MacBook <span class=""AS"">owner</span> also!","Two years after buying this laptop, I am now the proud <span class=""AS"">owner</span> of a lemon."
hp,,,,"I've had <span class=""AS"">hp</span> desktop for over 4 yrs now and not one days goes by that i don't regret buying it.","Almost 4 years ago I bought what was then the current, up to date <span class=""AS"">HP</span> Pavilion--","Accordingly, I have decided to NEVER purchase another <span class=""AS"">HP</span> product (my five year old Compaq) lasted 5-years before the hard drive crashed.","Then <span class=""AS"">HP</span> sends it back to me with the hardware screwed up, not able to connect.","You can call <span class=""AS"">HP</span> and they want you to buy more software to fix it.","Summary: <span class=""AS"">HP</span> knew they were shipping out bad BIOS and did nothing proactive to resolve it.","Before i bought my new i5, I did my research for about 2 weeks and determined to move for <span class=""AS"">HP</span> to Apple for reliability, dependable, and long lasting operations.","When I got the computer back and realizwed it still was not correct <span class=""AS"">HP</span> told me it was out of warranty","I was surprised with the performance and quality of this <span class=""AS"">HP</span> Laptop.","When I am at Starbucks between clients I get full bars on my <span class=""AS"">HP</span> and 1 bar on my Eee PC.","We purchased this as a back up computer after our more expensive <span class=""AS"">HP</span> needed to be repaired.","I will never buy another <span class=""AS"">HP</span> computer.","And, if you are going to deal with <span class=""AS"">HP</span> be careful.","My sister is the electronics manager at Wal Mart and she says that <span class=""AS"">HP</span> is the best.","All in all, I'm incredibly dissatisfied with this laptop, and with <span class=""AS"">HP</span> as a whole.","I will never buy anything from <span class=""AS"">HP</span> again!","I previously owned an <span class=""AS"">HP</span> desktop and a Dell laptop.","Much of which <span class=""AS"">HP</span> ended up paying for.","When we bought our new <span class=""AS"">HP</span> comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.","I will never purchase a <span class=""AS"">HP</span> again ever."
friend,,,,"In short, you could say your mac could become your best <span class=""AS"">friend</span> (no intention of replacing Rover your dog).","I took it to <span class=""AS"">friend</span> who temporarily fixed it","My <span class=""AS"">friend</span> reports the notebook is astonishing in performance, picture quality, and ease of use.","but i found that they are very cheap to by and also very portable making this the best <span class=""AS"">friend</span> to someone who is always looking for more space then they have.","My Mac has gone from being a trusted <span class=""AS"">friend</span> to an adversary.","I am having a <span class=""AS"">friend</span> look at it , but will probably return it.","My <span class=""AS"">friend</span> just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.","I've already recommended this laptop to a <span class=""AS"">friend</span> who eye'd the computer when I took it out of my bag."
performance,,,,"I was looking too closely at the other <span class=""AS"">performance</span> specs and while comparing, I took it for granted that these features were standard.","Amazing <span class=""AS"">Performance</span> for anything I throw at it.","Strong <span class=""AS"">performance</span> in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","System is loosing about 20% of <span class=""AS"">performance</span> because of that.","Instead, I'll focus more on the actual <span class=""AS"">performance</span> and feature set of the hardware itself so you can make an educated decision on which Mac to buy.","Great <span class=""AS"">Performance</span> and Quality.","I've been impressed with the battery life and the <span class=""AS"">performance</span> for such a small amount of memory.","It's also very capable of doing moderate video editing (although you may need the <span class=""AS"">performance</span> boost of the larger MacBook Pros for heavy duty mobile video editing).","I was surprised with the <span class=""AS"">performance</span> and quality of this HP Laptop.","I am loving the fast <span class=""AS"">performance</span> also.","I have been very pleased with the <span class=""AS"">performance</span> of this laptop.","The <span class=""AS"">performance</span> is awesome.","It was also suffering from hardware (keyboard) issues, relatively slow <span class=""AS"">performance</span> and shortening battery lifetime.","But the <span class=""AS"">performance</span> of Mac Mini is a huge disappointment.","I can say that I am fully satisfied with the <span class=""AS"">performance</span> that the computer has supplied.","I was considering buying the Air, but in reality, this one has a more powerful <span class=""AS"">performance</span> and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.","I highly recommend this laptop to anybody that wants great <span class=""AS"">performance</span> from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.","The <span class=""AS"">performance</span> is definitely superior to any computer I've ever put my hands on.","It's not inexpensive but the Hardware <span class=""AS"">performance</span> is impressive for a computer this small.","And the ram (the thing that makes it faster) comes sporting 2 gigs for high <span class=""AS"">performance</span> to handle more stuff at once and surf the web a whole lot faster than before."
while,,,,"I was looking too closely at the other performance specs and <span class=""AS"">while</span> comparing, I took it for granted that these features were standard.","PC users work in Word, <span class=""AS"">while</span> Mac users work in Pages.","It meets all my needs for work and pleasure <span class=""AS"">while</span> traveling.","They're absolutely useless, unless you count the joy of releasing anger <span class=""AS"">while</span> smashing into little peices against the wall.","But sadly the replacement froze-up <span class=""AS"">while</span> updating the BIOS again and shut down and would not turn back on.","But <span class=""AS"">while</span> this is one big advantage (as you may know from the company s recent commercials) there are other things to consider before going with Apple.","Look up recipes and keep it on the kitchen counter <span class=""AS"">while</span> I cook.","It took me a <span class=""AS"">while</span> top get away from the land of PCs, but now that I have, I can't see myself going back to it.","It's a long and tirring process that after a <span class=""AS"">while</span> it seems like their game plan was to wear you out so you would want to give up on contacting them.","The little battery that it did have would only last about an hour <span class=""AS"">while</span> just having it on the desktop.","The best thing is even <span class=""AS"">while</span> doing almost ten or twenty things at once, it never slows down.","I have had two Toshiba satellite computers and <span class=""AS"">while</span> they are okay, they are in no way comparable to the Mac.","Its pretty fast and does not have hiccups <span class=""AS"">while</span> I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop <span class=""AS"">while</span> on long business trips.","This computer doesn't do that well with certain games it can't play some and it becomes too hot <span class=""AS"">while</span> playing games.","For example, when my husband turns the light out <span class=""AS"">while</span> I'm on the computer.","I purchased this laptop <span class=""AS"">while</span> on a business trip to keep up with my email.","I feel that it was poorly put together, because once in a <span class=""AS"">while</span> different plastic pieces would come off of it.","Took a <span class=""AS"">while</span> to clean it up to my specs.","Nice and portable and definitely a decent enough system to keep you entertained <span class=""AS"">while</span> sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents."
runs,run,,,"I need graphic power to <span class=""AS"">run</span> my Adobe Creative apps efficiently.","The So called laptop <span class=""AS"">Runs</span> to Slow","It is loaded with programs that is of no good for the average user, that makes it <span class=""AS"">run</span> way to slow.","It <span class=""AS"">runs</span> very quiet too which is a plus.","This version of MacBook Pro <span class=""AS"">runs</span> on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can <span class=""AS"">run</span> all the web programming software I need to use all at once without slowing me down.","It has just enough RAM to <span class=""AS"">run</span> smoothly and enough memory to satisfy my needs.","This Macbook Pro is fast, powerful, and <span class=""AS"">runs</span> super quiet and cool.","I actually contact Toshiba before I started having problem and was given <span class=""AS"">run</span> around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.","You can even <span class=""AS"">run</span> a parallels type program easily and run any leftover PC software that you absolutely cannot be without.","If you really want a bang-up system and don't need to <span class=""AS"">run</span> Windows applications, go with an Apple;","It's so much easier to navigate through the operating system, to find files, and it <span class=""AS"">runs</span> a lot faster!","Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines <span class=""AS"">run</span> like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","What I'd like is for the laptop to <span class=""AS"">run</span> well without having to purchase additional memory.","Plain and simple, it(laptop) <span class=""AS"">runs</span> great and loads fast.","The Mac mini is about 8x smaller than my old computer which is a huge bonus and <span class=""AS"">runs</span> very quiet, actually the fans aren't audible unlike my old pc","The Apple will <span class=""AS"">run</span> Internet Explorer, but at an amazingly slow rate.","Unfortunately, it <span class=""AS"">runs</span> XP and Microsoft is dropping support next April.","Boots up fast and <span class=""AS"">runs</span> great!","What a waste of time it was to <span class=""AS"">run</span> a Defrag on the PC!"
graphics,graphic,,,"I need <span class=""AS"">graphic</span> power to run my Adobe Creative apps efficiently.","My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual <span class=""AS"">graphics</span> cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).","As a <span class=""AS"">graphic</span> arts a retired instructor I still love to play with the graphic with photos and clip art .....","super fast processor and really nice <span class=""AS"">graphics</span> card..","But to be honest, I don't use my computer for anything like <span class=""AS"">graphics</span> editing and complex data analysis and gaming.","Perfect for all my <span class=""AS"">graphic</span> design classes I'm taking this year in college :-)","It's <span class=""AS"">graphics</span> aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB <span class=""AS"">graphic</span> card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.","I do find that my MacBook has a lot more bells and whistles than a normal PC especially if you enjoy technology, downloading pictures and <span class=""AS"">graphic</span> design.","The <span class=""AS"">graphics</span> on this computer are also stellar - very clear and vivid.","they improved nothing else such as Resolution, appearance, cooling system, <span class=""AS"">graphics</span> card, etc.","Bigger HD, better <span class=""AS"">graphics</span> card, and a bid HD.","The <span class=""AS"">graphics</span> were awful and the warranty isn't even worth the cheap payment on the computer.","It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, <span class=""AS"">graphic</span> design and gaming.","The <span class=""AS"">graphics</span> are stunning.","The processor screams, and because of the unique way that Apple OSX 16 functions, most of the <span class=""AS"">graphics</span> are routed through the hardware rather than the software.","The switchable <span class=""AS"">graphic</span> card is pretty sweet when you want gaming on the laptop.","The ATI <span class=""AS"">graphics</span> card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.","the <span class=""AS"">graphics</span> are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.","And the fact that Apple is driving the 13"" RMBP with the Intel4000 <span class=""AS"">graphic</span> chip seems underpowered (to me."
toshiba laptop,,,,"The <span class=""AS"">Toshiba laptop</span> was a great purchase.","I've had a <span class=""AS"">Toshiba laptop</span> in the past;","The <span class=""AS"">Toshiba laptop</span> I am using is easier to use than most I have tried."
anyone,,,,"The cool thing about this is <span class=""AS"">anyone</span> can use it.","i think that <span class=""AS"">anyone</span> looking for a good durrable laptop then this is the way to go.","I would never tell <span class=""AS"">anyone</span> to buy one either.","I challenge <span class=""AS"">anyone</span> to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.","ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to <span class=""AS"">anyone</span> who both understands their needs and how netbooks can fit them.","I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore <span class=""AS"">anyone</span> looking at laptops to stay away from this machine.","Sure, the initial out of pocket expense is greater, but that should not dissuade <span class=""AS"">anyone</span> from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express.","I use iphoto all the time, which is a great program for <span class=""AS"">anyone</span> who is into photography - amateurs and experts alike.","The overall build quality of the unit is excellent and she'd recommend it to <span class=""AS"">anyone</span> else looking for a netbook.","Please, <span class=""AS"">anyone</span> who is considering getting this computer, stop.","I would recommend this computer to <span class=""AS"">anyone</span> searching for the perfect laptop, and the battery life is amazing.","I would recommend Mac, and do, to <span class=""AS"">anyone</span> looking to buy a new computer.","I would not recommend this to <span class=""AS"">anyone</span> wanting a notebook expecting the performance of a Desktop it does not meet the expectations.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express."
weight,,,,"Right size and <span class=""AS"">weight</span> for portability.","also it is light <span class=""AS"">weight</span> compared to others.","Of course, for a student, <span class=""AS"">weight</span> is always an issue.","It is easy to use, its keyboard easily accommodates large hands, and its <span class=""AS"">weight</span> is fantasic.","also...- excellent operating system- size and <span class=""AS"">weight</span> for optimal mobility- excellent durability of the battery-","Its size is ideal and the <span class=""AS"">weight</span> is acceptable.","Did I mention everything about it, from size to <span class=""AS"">weight</span> to keyboard screams BULK?","i spent eight hundred dollars from a giant paper <span class=""AS"">weight</span> that looks good on a bus."
quality,,,,"I dislike the <span class=""AS"">quality</span> and the placement of the speakers.","while about 8 years ago, I hope that the <span class=""AS"">quality</span> has changed.","In all honesty, if someone is looking for a <span class=""AS"">quality</span> laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","The receiver was full of superlatives for the <span class=""AS"">quality</span> and performance.","Can you buy any laptop that matches the <span class=""AS"">quality</span> of a MacBook?","The built <span class=""AS"">quality</span> is really good, I was so Happy and excited about this Product.","and I needed a cheaper, <span class=""AS"">quality</span> computer for the goals I am trying to pursue.","Here are the things that made me confident with my purchase:Build <span class=""AS"">Quality</span> - Seriously, you can't beat a unibody construction.","I was surprised with the performance and <span class=""AS"">quality</span> of this HP Laptop.","The design is awesome, <span class=""AS"">quality</span> is unprecedented.","Treat yourself to a more expensive, long-lasting laptop of <span class=""AS"">quality</span> like a Sony, Apple, or Toshiba.","I never had this kind of <span class=""AS"">quality</span> issue with Dell (not to say Dell is that great), not with a brand new laptop.","The overall build <span class=""AS"">quality</span> of the unit is excellent and she'd recommend it to anyone else looking for a netbook.","sure once they unpdate the next version on the macbook book the <span class=""AS"">quality</span> of it will be better.","All I will say now is that it was over two grand less expensive and so much better <span class=""AS"">quality</span> than my hunk of crap Vaio.","It is easy to use, good <span class=""AS"">quality</span> and good price.","Very good <span class=""AS"">quality</span> and well made.","I'm hoping the rest of the features will be the signature <span class=""AS"">quality</span> of apple.","True <span class=""AS"">quality</span> at a great price!","And Toshiba is a <span class=""AS"">quality</span> supplier."
side,,,,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their <span class=""AS"">side</span> , then you are stuck paying for the repair (the price of a new one).","If you start on the far right <span class=""AS"">side</span> and scroll to your left the start menu will automatically come up.","the 15 inch MacBook Pro has much better speakers on the <span class=""AS"">side</span> of the keyboard.","The 4 USB ports are nice, but the two on the <span class=""AS"">side</span> only work now and then.","The screen is nice, <span class=""AS"">side</span> view angles are pretty good.","the graphics are awful and the wireless switch it at the top rather than the <span class=""AS"">side</span> which I am used to it being on the side.","The one down <span class=""AS"">side</span> to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer."
keyboard,,,,"Externally the keys on my <span class=""AS"">keyboard</span> are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","The paint wears off easily due to the <span class=""AS"">keyboard</span> being farther back than usual.","The screen is bright and the <span class=""AS"">keyboard</span> is nice;","I love the solid machined aluminum frame, and the <span class=""AS"">keyboard</span> is the best of any laptop I've used.","The screen is nice and the images comes very clear, the <span class=""AS"">keyboard</span> and the fit just feels right.","i also love having the extra calculator number set up on the <span class=""AS"">keyboard</span> which most laptops do not have.","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple <span class=""AS"">Keyboard</span> and Mouse, all put together in neat and nice package.","Learning all of the <span class=""AS"">keyboard</span> shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.","The newer black <span class=""AS"">keyboard</span> took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","Nice screen, <span class=""AS"">keyboard</span> works great!","I was disappointed when I realized that the <span class=""AS"">keyboard</span> doesn't light up on this model.","THE <span class=""AS"">KEYBOARD</span> FUNCTION IS SIMPLY UNSATISFACTORY.","There is a backlit <span class=""AS"">keyboard</span> which is perfect for typing in the dark.","There is no number pad to the right of the <span class=""AS"">keyboard</span> which is a bummer.","Even though the computer is larger they did not make the <span class=""AS"">keyboard</span> larger.","The <span class=""AS"">keyboard</span> is too slick.","eg the <span class=""AS"">keyboard</span> is one of the best to type on.","EITHER WAY, THE <span class=""AS"">KEYBOARD</span> IS UNSATISFACTORY.","However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted <span class=""AS"">keyboard</span> and easy mouse pad.","I've also had to have the <span class=""AS"">keyboard</span> replaced at my expense."
mouse pad,,,,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the <span class=""AS"">mouse pad</span> and where the heals of my hands sit, and the screen has a terrible glare.","This time the <span class=""AS"">mouse pad</span> and right click key wouldn't work!","the <span class=""AS"">mouse pad</span> and buttons are the worst i've ever seen."
hours,hour,,,"The battery life is probably an <span class=""AS"">hour</span> at best.","taking it back less than 24 <span class=""AS"">hours</span> of purchase","The battery life is excellent- 6-7 <span class=""AS"">hours</span> without charging.","The ""Time remaining"" goes from 4 <span class=""AS"">hours</span> plus to less than 2 hours over the span of about 10 minutes.","BUT WHEN FULLY CHARGED SHOWS ONLY 7 <span class=""AS"">HOURS</span> OF SERVICE.","The statement of 7 <span class=""AS"">hour</span> battery life is not just mere exaggeration -- it's a lie.","The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 <span class=""AS"">hours</span> of battery life five days a week.","The little battery that it did have would only last about an <span class=""AS"">hour</span> while just having it on the desktop.","Acer was no help and Garmin could not determine the problem(after spending about 2 <span class=""AS"">hours</span> with me), so I returned it and purchased a Toshiba R700 that seems even nicer","The battery never held a charge longer than one <span class=""AS"">hour</span> and within two months, stopped holding a charge for more than ten minutes.","Very long-life battery (up to 10-11 <span class=""AS"">hours</span> depending on how you configure power level settings).","Wasted me at least 8 <span class=""AS"">hours</span> of installation time.","Fully charged, the MacBook Pro can last about five <span class=""AS"">hours</span> unplugged.","10 <span class=""AS"">hours</span> of battery life is really something else....","-When battery life went to 4 <span class=""AS"">hours</span> or less, took it to the MacHouse Amsterdam for repair (26th of August).","I'd paid almost $400 for, and I had to call in, spend <span class=""AS"">hours</span> on their online chat service, and fax in multiple documents.","Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different <span class=""AS"">hours</span> of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.","Within a few <span class=""AS"">hours</span> I was using the gestures unconsciously.","10 plus <span class=""AS"">hours</span> of battery...","They went through asking me open up various components, taking battery out, hard disk apart, and after 2 <span class=""AS"">hours</span> on phone could not fix it."
pc user,,,,"Being a <span class=""AS"">PC user</span> my whole life, it's taking a bit of time to adapt to the OS of a Mac","I Have been a <span class=""AS"">Pc user</span> for a very long time now","Being a <span class=""AS"">PC user</span> my whole life....","The most amazing part to me as a <span class=""AS"">PC user</span> is the startup and shutdown times - and the fact that you very rarely have to restart the thing.","If you are a <span class=""AS"">PC user</span> looking to convert I would HIGHLY recommend it!","been a <span class=""AS"">PC user</span> for many, many years."
user,,,,"Being a PC <span class=""AS"">user</span> my whole life, it's taking a bit of time to adapt to the OS of a Mac","She said its very <span class=""AS"">user</span> friendly.","The OS takes some getting used to especially after being a Windows <span class=""AS"">user</span> for so long but the learning curve is so worth it!","The battery lasts as advertised (give or take 15-20 minutes), and the entire <span class=""AS"">user</span> experience is very elegant.","I Have been a Pc <span class=""AS"">user</span> for a very long time now","As far as <span class=""AS"">user</span> type - I dabble in everything from games (WoW) to Photoshop, but nothing professionally.","Being a PC <span class=""AS"">user</span> my whole life....","(my wife and I have another laptop), or if you are a <span class=""AS"">user</span> who uses the computer for simple tasks.","It is very <span class=""AS"">user</span> friendly and not hard to figure out at all.","It's not a wear-and-tear issue, not due to <span class=""AS"">user</span> carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service","The operating system and <span class=""AS"">user</span> interface is very intuitive, and the large multi-touch track pad is amazing.","It still works and it's extremely <span class=""AS"">user</span> friendly, so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things","it's all good, very easy <span class=""AS"">user</span> interface.","The most amazing part to me as a PC <span class=""AS"">user</span> is the startup and shutdown times - and the fact that you very rarely have to restart the thing.","If you are a PC <span class=""AS"">user</span> looking to convert I would HIGHLY recommend it!","been a PC <span class=""AS"">user</span> for many, many years.","I find it not to be very <span class=""AS"">user</span> friendly.","After years of using PCs, a new Mac <span class=""AS"">user</span> is basically forced to re-learn how to use a computer."
students,student,,,"I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive <span class=""AS"">students</span> and employees through question-raising programs.","Its white color is stylish for college <span class=""AS"">students</span> and easy to take to carry and take to classes.","I am a college <span class=""AS"">student</span> and it has been very useful.","Also it is very good for college <span class=""AS"">students</span> who just need a reliable, easy to use computer.","It was not clear that the Microsoft <span class=""AS"">Student</span> Edition that was loaded on the computer, was a six month trial.","D  really the mac book pro is the best laptop specially for <span class=""AS"">students</span> in college if you are not caring about price.","I needed a new computer for graduate school (had never owned a laptop before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended <span class=""AS"">students</span> purchase PCs.","I use this for my tutoring business, and since I'm always bouncing from <span class=""AS"">student</span> to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","As a computer science <span class=""AS"">student</span> in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;"
upgrade,,,,"You'll need to <span class=""AS"">upgrade</span> and pay a little more for them.","but I'm sure an <span class=""AS"">upgrade</span> battery would solve that problem.","A *big* <span class=""AS"">upgrade</span> from my 13"" 2006 macbook.","This is still a fairly good <span class=""AS"">upgrade</span> to a laptop that was about 4 years old.","I tried to <span class=""AS"">upgrade</span> it to a newer version a couple of months ago","If <span class=""AS"">upgrade</span> is possible to the full Windows 7, then I will truly be a very happy geek.","I will <span class=""AS"">upgrade</span> this and the ram..)","And at one point, they blame me for installing a bad memory stick when I <span class=""AS"">upgrade</span> my memory for the first time during my purchase of the laptop"
design,,,,"the hinge <span class=""AS"">design</span> forced you to place various connections all around the computer, left right and front.","I would say that 85% of the <span class=""AS"">design</span> industry is Mac for good reason.","Perfect for all my graphic <span class=""AS"">design</span> classes I'm taking this year in college :-)","The <span class=""AS"">design</span> is awesome, quality is unprecedented.","Wonderful sleek case <span class=""AS"">design</span> is only on the outside.","In addition, all the <span class=""AS"">design</span> tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","It was important that it was powerful enough to do all of the tasks he needed on the internet, word processing, graphic <span class=""AS"">design</span> and gaming.","The reason why I choose apple MacBook because of their <span class=""AS"">design</span> and the aluminum casing.","It shouldn't happen like that, I don't have any <span class=""AS"">design</span> app open or anything.","The large screen also helps when you are working in <span class=""AS"">design</span> based programs like Adobe Creative Suite.","After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek <span class=""AS"">design</span> and promise of less tech issues.","Overall, this laptop is definitely a keeper with its simple yet stylish <span class=""AS"">design</span> and its array of fantastic colors to choose from.","I like the <span class=""AS"">design</span> and ease of use with the keyboard, plenty of ports.","I swear they <span class=""AS"">design</span> these things to go to crap after a year so you are stuck and have to buy a new one.","The unibody <span class=""AS"">design</span> is edgy and durable.","I like the <span class=""AS"">design</span> and its features but there are somethings I think needs to be improved."
point,,,,"It has a overheating issue - nearly to the <span class=""AS"">point</span> of being dangerous.","It was about six months later when the overheating problem started again, to the <span class=""AS"">point</span> it felt like fire on the bottom of the machine!","Again in February my computer completely failed to the <span class=""AS"">point</span> that it could not load Windows","I am now making a <span class=""AS"">point</span> to avoid their products","That defeated the whole <span class=""AS"">point</span> of a laptop."
sense,,,,"Strong performance in this device makes use of fun and a strong <span class=""AS"">sense</span> of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","While the computer seems to be set up in a common <span class=""AS"">sense</span> way rather than in geek-speak, there are certain quirks that can drive you crazy trying to deal with the PC world.","Minis make <span class=""AS"">sense</span> for a lot of people.","Pretty much made <span class=""AS"">sense</span> to get a Mini."
requirements,requirement,,,"Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern <span class=""AS"">requirements</span> is a very strong game and is very useful for designers."
speed,,,,"Strong performance in this device makes use of fun and a strong sense of the era of <span class=""AS"">speed</span> This device serves all modern requirements is a very strong game and is very useful for designers.","I would recommend it just because of the internet <span class=""AS"">speed</span> probably because thats the only thing i really care about.","It has easy to use features and all the <span class=""AS"">speed</span> and power I could ask for.","The <span class=""AS"">speed</span> difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","It is the perfect size and <span class=""AS"">speed</span> for me.","The <span class=""AS"">speed</span> is incredible and I am more than satisfied.","The internet <span class=""AS"">speed</span> is spectacular.","It gives me the power and <span class=""AS"">speed</span> that I need to run all the programs I use to edit.","It has good <span class=""AS"">speed</span> and plenty of hard drive space.","the <span class=""AS"">speed</span> is fine.","Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, <span class=""AS"">speed</span> and just cool factor.","Excellent <span class=""AS"">speed</span> for processing data.","It has so much more <span class=""AS"">speed</span> and the screen is very sharp.","From the <span class=""AS"">speed</span> to the multi touch gestures this operating system beats Windows easily.","It has enough memory and <span class=""AS"">speed</span> to run my business with all the flexibility that comes with a laptop.","I work in film editing and post production, so I need a laptop that not only has power, but memory and <span class=""AS"">speed</span> as well.","The <span class=""AS"">speed</span> gives you the power to work on these projects seamlessly, and multiple at a time if you sowish."
computer experience,,,,"I know that ASUS is known for making motherboards, but this is the worst <span class=""AS"">computer experience</span> that I have ever had."
asus,,,,"I know that <span class=""AS"">ASUS</span> is known for making motherboards, but this is the worst computer experience that I have ever had.","My last laptop was a 17"" <span class=""AS"">ASUS</span> gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.","Instead of taking another chance on Toshiba, I went with an <span class=""AS"">Asus</span> G73JH-x3.","I took it back for an <span class=""AS"">Asus</span> and same thing- blue screen which required me to remove the battery to reset.","After 2 months of complaints, <span class=""AS"">Asus</span> finally sent the right power supply to my techies.","I agree with the previous comment that <span class=""AS"">ASUS</span> TECH SUPPORT IS HORRIBLE","Congratulations <span class=""AS"">Asus</span> for creating one big piece of dump which is my laptop.","after much effort and 10 days <span class=""AS"">ASUS</span> replaced itThe WiFi is very weak.","With today's company fighting over marketshare, its a shame that <span class=""AS"">ASUS</span> can get away with the inept staff answering thephone."
