Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
ambiance,,,,"While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better.","The <span class=""AS"">ambiance</span> was pretty cool, but not worth the hassle.","The Deco and <span class=""AS"">ambiance</span> was really romantic.","the <span class=""AS"">ambiance</span> is wonderfull.","However, their popularity has yet to slow down, and I still find myself drawn to their <span class=""AS"">ambiance</span> and delectable reputation.","The staff is accomodating, the <span class=""AS"">ambiance</span> is exciting and yet relaxed, and the food is out of this world!","Zero <span class=""AS"">ambiance</span> to boot.","The <span class=""AS"">ambiance</span> is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and <span class=""AS"">ambiance</span> that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better.","not the food ,not the <span class=""AS"">ambiance</span> , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out ."
bar,,,,"I had to wait for my friend at the <span class=""AS"">bar</span> for a few minutes","I live in the neighborhood and my friends meet me down here not only for the <span class=""AS"">bar</span> scene but also the promise of The Pizza Place at 3am.","We visited Bread <span class=""AS"">Bar</span> during January restaurant week and were so pleased with the menu selections and service.","After really enjoying ourselves at the <span class=""AS"">bar</span> we sat down at a table and had dinner.","A cool <span class=""AS"">bar</span> with great food, and tons of excellent beer.","The only thing that my friend left out is that when we sat down at the <span class=""AS"">bar</span> the bartender disappeared.","Dug the blue <span class=""AS"">bar</span> area too.","The <span class=""AS"">bar</span> has various selections and the mixed drink special is a catcher!","The place itself is beautiful the <span class=""AS"">bar</span> scene seems to be happening.","but I feel obligated...while sitting at the sushi <span class=""AS"">bar</span> dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor","Disappointingly, their wonderful Saketini has been taken off the <span class=""AS"">bar</span> menu.","The place is larger than most and features adequate seating unlike most joints, and has a <span class=""AS"">bar</span> which deserves a mention.","As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the <span class=""AS"">bar</span> looks nice.","The <span class=""AS"">bar</span> drinks were","I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi <span class=""AS"">bar</span> to be closer to the action.","It is far more popular as a <span class=""AS"">bar</span> than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","The staff is very kind and well trained, they're fast, they are always prompt to jump behind the <span class=""AS"">bar</span> and fix drinks, they know details of every item in the menu and make excelent recomendations.","After really enjoying ourselves at the <span class=""AS"">bar</span> we sat down at a table and had dinner.","A con was the slow <span class=""AS"">bar</span> service.","We were still sitting at the <span class=""AS"">bar</span> while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us"
side,,,,"The one on the east <span class=""AS"">side</span> is much better than the one on the west side.","Unless you are eating in the Pizzeria <span class=""AS"">side</span> of this place, and are not in a rush, this place is a bad idea.","Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in <span class=""AS"">side</span> orders.","Secondly, on this night the place was overwhelmed by upper east <span class=""AS"">side</span> ladies perfume.","Slightly on the pricey <span class=""AS"">side</span> but worth it!","a Broadway set for West <span class=""AS"">Side</span> Story and the inside of Po is","There's something smooth about sipping sake upper east <span class=""AS"">side</span> style.","(1) turnip cakes at the little kiosk on east <span class=""AS"">side</span> of Mott St. just south of bayard","(2) egg custards and pork buns at either bakery on west <span class=""AS"">side</span> of Mott street just south of Canal.","Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West <span class=""AS"">Side</span> minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","My chicken was completely dried out and on the cold <span class=""AS"">side</span> and the sauce was not very flavorful.","The highlight of the night was the mayonaisse for my <span class=""AS"">side</span> of fries I received from one of the food runners, which is not good considering the bill was nearly $100.","I like Mamoun's food as well, but <span class=""AS"">side</span> by side, Kati Rolls just produce tastier food hands down.","Oh yeah ever on the west <span class=""AS"">side</span> try there sister resturant Arties Cafe.","The <span class=""AS"">side</span> dishes were passable, and I did get a refill upon request.","The decor is vibrant and eye-pleasing with several semi-private boths on the right <span class=""AS"">side</span> of the dining hall, which are great for a date.","The one on the east <span class=""AS"">side</span> is much better than the one on the west side."
vibe,,,,"The <span class=""AS"">vibe</span> is very relaxed and cozy, service was great and the food was excellent!","It may be a bit packed on weekends, but the <span class=""AS"">vibe</span> is good and it is the best French food you will find in the area.","The <span class=""AS"">vibe</span> is very relaxed and cozy, service was great and the food was excellent!"
choices,choice,,,"You will not be dissapointed by any of the <span class=""AS"">choices</span> in the menu.","They bring a sauce cart up to your table and offer you up to 7 or 8 <span class=""AS"">choices</span> of sauces for your steak (I tried them ALL).","Tuk Tuk is one of the rare <span class=""AS"">choices</span> for me to go in Brooklyn.","I have reservations about the all you can eat deal, however -- the <span class=""AS"">choices</span> are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","Delicious food, excellent service, and a pretty atmosphere make this a great <span class=""AS"">choice</span> for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","We were disappointed with the pre-fixe menu of only 2 <span class=""AS"">choices</span> per course (other restaurants offer 3 choices) and ended up ordering a la carte.","We are very particular about sushi and were both please with every <span class=""AS"">choice</span> which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","The selection of food is excellent (I'm not used to having much <span class=""AS"">choice</span> at restaurants), and the atmosphere is great.","An excellent <span class=""AS"">choice</span> in midtown.","The menu <span class=""AS"">choices</span> are similar but the taste lacked more flavor than it looked.","Over 100 different <span class=""AS"">choices</span> to create your own.","A great <span class=""AS"">choice</span> at any cost and a great deal.","Three courses - <span class=""AS"">choices</span> include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great <span class=""AS"">choice</span> for seafood lovers.","It has been my first <span class=""AS"">choice</span> ever since I discovered it ."
someone,,,,"I wish I could like this place more, and I wish <span class=""AS"">someone</span> would retrain the staff.","We picked it randomly, without a recommendation from <span class=""AS"">someone</span> who has been there, so we weren't sure what to expect.","Just bring <span class=""AS"">someone</span> who speaks Cantonese because waiter may not understand you.","Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless <span class=""AS"">someone</span> knows how to get the crust right.","If you’re planning to come here, make sure that your date is <span class=""AS"">someone</span> whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings","It's super-trendy and there's always <span class=""AS"">someone</span> to take that empty seat, so it seems that customer service has been deemed not of the essence.","I won't go back unless <span class=""AS"">someone</span> else is footing the bill.","I won't go back unless <span class=""AS"">someone</span> else is footing the bill.","I said that as <span class=""AS"">someone</span> who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","For <span class=""AS"">someone</span> who used to hate Indian food, Baluchi's has changed my mid.","We picked it randomly, without a recommendation from <span class=""AS"">someone</span> who has been there, so we weren't sure what to expect.","If you are <span class=""AS"">someone</span> who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.","I picked the Grilled Black Cod as my entree, which I absolutely devoured while <span class=""AS"">someone</span> commented that the Grilled Salmon dish was better.","It is not a place for tourists or <span class=""AS"">someone</span> who has never dined in Bay Ridge.","If you are <span class=""AS"">someone</span> who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","The table service could have been a little more attentive but as <span class=""AS"">someone</span> who also works in the service industry, I understood they were busy."
neighborhood,,,,"I live in the <span class=""AS"">neighborhood</span> and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.","Young <span class=""AS"">neighborhood</span> trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.","I have been coming to this <span class=""AS"">neighborhood</span> spot for years.","Tuk Tuk is my second favorite <span class=""AS"">neighborhood</span> Thai place (the first being Joya).","Anyways, if you're in the <span class=""AS"">neighborhood</span> to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.","Restaurant snobs need not bother, this is a small, <span class=""AS"">neighborhood</span> kind of place.","Just moved to the <span class=""AS"">neighborhood</span> and we've been trying all the West Village Sushi restaurants.","It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip <span class=""AS"">neighborhood</span> clientele.","After dealing with subpar pizza all over the Kensington <span class=""AS"">neighborhood</span> - I've found little toninos.","If you want a casual <span class=""AS"">neighborhood</span> bistro that has great food and excellent service, this is the place.","People in the <span class=""AS"">neighborhood</span> seem to love it, too.","I would definitely recommend Mary's and am making it one of my regular <span class=""AS"">neighborhood</span> haunts.","Not sure where the previous reviewer, lonk, dined, but Saul is in a great <span class=""AS"">neighborhood</span> and has great food!","This is as good as <span class=""AS"">neighborhood</span> restaurants come.","Great <span class=""AS"">neighborhood</span> joint.","Not sure where the previous reviewer, lonk, dined, but Saul is in a great <span class=""AS"">neighborhood</span> and has great food!","Go only if you are already in the <span class=""AS"">neighborhood</span> and don't want to bother going farther for a better place.","Tuk Tuk is one of those comfortable <span class=""AS"">neighborhood</span> joints where you know you will always have a good meal at a fair price.","The food is o.k., but not any better than what you get at a good <span class=""AS"">neighborhood</span> restaurant.","I'm happy to have Nosh in the <span class=""AS"">neighborhood</span> and the food is very comforting."
scene,,,,"I live in the neighborhood and my friends meet me down here not only for the bar <span class=""AS"">scene</span> but also the promise of The Pizza Place at 3am.","The atmosphere is great if your looking for a laid back <span class=""AS"">scene</span> and an inexpensive way to spend a weekend afternoon.","The place itself is beautiful the bar <span class=""AS"">scene</span> seems to be happening.","And everytime I go there's a bunch of drunk idiots making a <span class=""AS"">scene</span> out front.","If I wanted to deal with a crappy <span class=""AS"">scene</span> and annoying customers I'd go out in Manhattan.","It is quite a spectacular <span class=""AS"">scene</span> i'll give them that.","It's true, you feel like your in a <span class=""AS"">scene</span> from Goodfellas.","Love the <span class=""AS"">scene</span> first off-","The place itself is beautiful the bar <span class=""AS"">scene</span> seems to be happening."
everyone,,,,"Go, go, hurry, before <span class=""AS"">everyone</span> finds out about it.","Thank you <span class=""AS"">everyone</span> at Water's Edge.","My friend from Milan and myself were pleasantly surprised when we arrived and <span class=""AS"">everyone</span> spoke italian.","My friend from Milan and myself were pleasantly surprised when we arrived and <span class=""AS"">everyone</span> spoke italian.","The lack of AC and the fact that there are a million swarming bodies (although <span class=""AS"">everyone</span> is polite and no one is pushing) is a slight turn off.","well, i didn't find it there, and trust, i have told <span class=""AS"">everyone</span> i can think of about my experience.","It gets crowded at lunchtime but there are lots of seats in back and <span class=""AS"">everyone</span> who works there is so nice.","Actually, <span class=""AS"">everyone</span> who worked there seemed to be annoyed.","Volare virgins or weekly regulars, <span class=""AS"">everyone</span> gets treated the same and you can't ask for more than that when the service is this friendly.","Volare virgins or weekly regulars, <span class=""AS"">everyone</span> gets treated the same and you can't ask for more than that when the service is this friendly.","Hurley's is like Cheers where <span class=""AS"">everyone</span> knows your name and they are ACTUALLY glad you came.","I would highly recommend this place to <span class=""AS"">everyone</span> for any occasion!","at night, but it's hard to hear your own conversation with <span class=""AS"">everyone</span> else competing for that same luxury - the music playing in the background is also voluminous.","I recommend this place to <span class=""AS"">everyone</span> who asks me where to go for a good meal.","Service is known for bending over backwards to make <span class=""AS"">everyone</span> happy.","Hurley's is like Cheers where <span class=""AS"">everyone</span> knows your name and they are ACTUALLY glad you came.","I was really disappointed ant wanted to tell <span class=""AS"">everyone</span> not to go eat or even take out food from there."
fries,fry,,,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir <span class=""AS"">fry</span> blue crab.","I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir <span class=""AS"">fry</span> blue crab.","he even exclaimed that the french <span class=""AS"">fries</span> were the best he has had.","The <span class=""AS"">fries</span> are yummy.","The highlight of the night was the mayonaisse for my side of <span class=""AS"">fries</span> I received from one of the food runners, which is not good considering the bill was nearly $100.","he even exclaimed that the french <span class=""AS"">fries</span> were the best he has had."
room,,,,"Luckily we saved <span class=""AS"">room</span> for the BBQ Salmon, Sea Bass and Crispy Duck.","Looking around, I saw a <span class=""AS"">room</span> full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","Though you will undoubtedly be seated at a table with what seems like barely enough <span class=""AS"">room</span> (no matter what the size of your party), the warm atomosphere is worth the cramped","One special roll and one regular roll is enough to fill you up, but save <span class=""AS"">room</span> for dessert!","During our trip to NYC, we made reservations to dine in the pool <span class=""AS"">room</span> of the Four Seasons for their pre-theater menu (offering a modified menu for $65 pp).","we decided to eat in tea <span class=""AS"">room</span> which was small and cute.","The <span class=""AS"">room</span> is a little plain, but it's difficult to make such a small place exciting","While the <span class=""AS"">room</span> is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","Hopefully next time, I will save <span class=""AS"">room</span> for dessert.","This should have been done in a back <span class=""AS"">room</span> - away from customers.","We had a party in their private <span class=""AS"">room</span> and they made it truly memorable and were very helpful in the planning.","When you're sitting in their main dining <span class=""AS"">room</span> (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","The music was fascinating, but left <span class=""AS"">room</span> for conversation, and the bartender made superb drinks.","Who has <span class=""AS"">room</span> for Cheesesticks with the best pizza in NYC!","When you're sitting in their main dining <span class=""AS"">room</span> (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive <span class=""AS"">room</span> with unhelpful clerks there was a dearth of the former too.","But make sure you have enough <span class=""AS"">room</span> on your credit card as the bill will leave a big dent in your wallet.","The <span class=""AS"">room</span> is a gorgeous, bi-level space and the long bar perfect for a drink.","Save <span class=""AS"">room</span> for the desserts!","Luckily we saved <span class=""AS"">room</span> for the BBQ Salmon, Sea Bass and Crispy Duck."
bistro fare,,,,"Super friendly and knowledgable staff, fabulous <span class=""AS"">bistro fare</span> and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with <span class=""AS"">bistro fare</span> have made us return and return."
jazz,,,,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful <span class=""AS"">jazz</span> brunch with great live jazz (the chilaquiles were awesome!","This is the only Thai place I go too in NYC, it's wonderful, and live relaxed <span class=""AS"">Jazz</span> on certain nights.","The first time I went, and was completely taken by the live <span class=""AS"">jazz</span> band and atmosphere, I ordered the Lobster Cobb Salad.","The quality of food at this restaurant accompanied  by fantastic live <span class=""AS"">jazz</span> makes this place a perfect 10!","The space is a bit too small for live music, so on  <span class=""AS"">jazz</span> nights, it can be loud and cramped.","whoever the <span class=""AS"">jazz</span> duo was, they were on POINT.","Its dark, and cozy.. there is always <span class=""AS"">jazz</span> music playing when we go.","A new <span class=""AS"">Jazz</span> Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","whoever the <span class=""AS"">jazz</span> duo was, they were on POINT."
fare,,,,"Super friendly and knowledgable staff, fabulous bistro <span class=""AS"">fare</span> and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro <span class=""AS"">fare</span> have made us return and return.","this is can became on e of the NY Italian Food <span class=""AS"">fare</span> institutions.","For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan <span class=""AS"">fare</span> on my first visit."
tables,table,,,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most <span class=""AS"">tables</span> - even families can feel comfortable here.","The waiters were not attentive except that the bill turned up on the <span class=""AS"">table</span> before we were finished.","Although the <span class=""AS"">tables</span> may be closely situated, the candle-light, food-quality and service overcompensate.","After really enjoying ourselves at the bar we sat down at a <span class=""AS"">table</span> and had dinner.","And at the conclusion of this culinary nightmare the check was given to our <span class=""AS"">table</span> by knocking over a glass of water.","Though you will undoubtedly be seated at a <span class=""AS"">table</span> with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped","I keep my fingers crossed the whole subway ride hoping that there will be a <span class=""AS"">table</span> I can sit at by myself and not have to share with the rice congee soup people.","They bring a sauce cart up to your <span class=""AS"">table</span> and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).","The restuarant itself is not large, but seems to have several round <span class=""AS"">tables</span> to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","We were offered water for the <span class=""AS"">table</span> but were not told the Voss bottles of water were $8 a piece.","To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the <span class=""AS"">table</span> was ready.","At peak times, the restaurant is overcrowded and <span class=""AS"">tables</span> are uncomfortably close.","Great romantic place for a date (try to get the corner booth <span class=""AS"">table</span> for a little privacy and to sit close!).","but we were lucky to get a <span class=""AS"">table</span> quickly.","Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the <span class=""AS"">table</span> to help suggest different pairings for wine and cheese.","The waitress moved our <span class=""AS"">table</span> practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...","It is far more popular as a bar than as a restaurant, with only a few <span class=""AS"">tables</span> and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","Emilio, the owner, is often sitting in the front <span class=""AS"">table</span> greeting guests as they come and go.","The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a <span class=""AS"">table</span> for six please.","Not only is the service great, but forming conversation around a <span class=""AS"">table</span> is so easy beacuse the atmosphere can be both romantic and comfortable."
quality,,,,"The skillfully chosen Portuguese cheese cart paired with <span class=""AS"">quality</span> port provides the perfect Iberian ending.","the <span class=""AS"">quality</span> of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.","The <span class=""AS"">quality</span> of the meat was on par with your local grocery store.","Over time, the food <span class=""AS"">quality</span> has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.","Over the years, it has always provided a pleasurable dining experience with <span class=""AS"">quality</span> food and wine.","The food was not very tasty, the portioins were tiny even for such a high <span class=""AS"">quality</span> restaurant.","If you don't mind pre-sliced low <span class=""AS"">quality</span> fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","Chinatown definitely has better <span class=""AS"">quality</span> with cheaper prices.","Whenever you need a Sushi fix, Mizu will be there with <span class=""AS"">quality</span> fish and great service.","The service, however, is a peg or two below the <span class=""AS"">quality</span> of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.","The <span class=""AS"">quality</span> of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!","INCREDIBLY POOR SERVICE AN FOOD <span class=""AS"">QUALITY</span> AT EXORBITANT PRICES.","The rice was poor <span class=""AS"">quality</span> and was cooked so badly it was hard.","the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top <span class=""AS"">quality</span> food.","The menu prices are a bit expensive for what you get in <span class=""AS"">quality</span> and portion size.","Whenever you need a Sushi fix, Mizu will be there with <span class=""AS"">quality</span> fish and great service.","The takeout is great too since they give high <span class=""AS"">quality</span> tupperware as well.","Food is excellent <span class=""AS"">quality</span> for a good restaurant price.","If you don't mind pre-sliced low <span class=""AS"">quality</span> fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","The takeout is great too since they give high <span class=""AS"">quality</span> tupperware as well."
reviews,review,,,"Look I dont know if the people who wrote the <span class=""AS"">reviews</span> have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).","i'm surprised about some of the bad <span class=""AS"">reviews</span> posted here - i've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning.","I'm almost tempted to give this place a bad <span class=""AS"">review</span> so I can keep the crowds away...been going there on and off for a year now","Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across <span class=""AS"">reviews</span> for La Lanterna and gave it a shot.","I read the other <span class=""AS"">review</span> and have to say I had the opposite experience here last Sunday.","After so many great <span class=""AS"">reviews</span> here, my bf and I went to Esca to celebrate my birthday last nite.","Myagi is one of my favorite restaurants in the City; the place the negative <span class=""AS"">reviews</span> describe sound like they were somewhere else.","After reading the good <span class=""AS"">reviews</span> of this restaurant, I decided to give it a try with two friends.","I went there for lunch and it was not as good as I expected from the <span class=""AS"">reviews</span> I read.","Do not get the Go Go Hamburgers, no matter what the <span class=""AS"">reviews</span> say.","Based on the <span class=""AS"">reviews</span> on here, it appears that the restaurant is overwhelmed after the 7 PM.","Such nice people working here - but I have to <span class=""AS"">review</span> the food.","I almost hesititate to write a <span class=""AS"">review</span> because the atmosphere was so great","My husband and I ate here after reading <span class=""AS"">reviews</span> here as well as hobokeni.com,","Her <span class=""AS"">review</span> is above.","So some of the <span class=""AS"">reviews</span> here are accurate about the crowd and noise.","I read <span class=""AS"">reviews</span> that called the restaurant too expensive","just walk by the window and see all the unbiased positive <span class=""AS"">reviews</span> in all the major nyc publications.","After a seafood craving, i checked citysearch and chose to go to Fish based on a previous <span class=""AS"">review</span> and the citysearch info.","the negative <span class=""AS"">reviews</span> on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food."
fusion,,,,"Dokebi gives Williamsburg the right one-two punch of classic Korean food and <span class=""AS"">fusion</span> twists like pork belly tacos.","Raga stands out with an interesting <span class=""AS"">fusion</span> of French and Indian cooking.","These innovators of french indian <span class=""AS"">fusion</span> do a great job of making dishes as interesting as possible while still being accessible.","You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian <span class=""AS"">fusion</span> places in NY.","Cuisine is billed as asian <span class=""AS"">fusion</span> - doesn't meet the bill.","This lovely French-Asian <span class=""AS"">fusion</span> restaurant stands out amongst other great restaurants on Smith Street.","I am not sure if I would call the food here Indian as it is a <span class=""AS"">fusion</span> of what seems to be French with an Indian or exotic touch."
nyc,,,,"I have eaten at many pizza places around <span class=""AS"">NYC</span> and this is hands down the worst.","And I've been to many <span class=""AS"">NYC</span> delis.","My wife and I were in <span class=""AS"">NYC</span> celebrating our 30th anniversary.","Not the typical <span class=""AS"">NYC</span> gimmick theme restaurant.","I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most <span class=""AS"">NYC</span> Italian joints I've tried similar dishes at.","Amma has the worst value for money I have experienced in <span class=""AS"">NYC</span> over the past 2 years.","Can’t believe how an expensive <span class=""AS"">NYC</span> restaurant can be so disrespectful to its clients.","Now we moved out of the state and every visit to <span class=""AS"">NYC</span> includes a stop here.","And I've been to many <span class=""AS"">NYC</span> delis.","I've lived in <span class=""AS"">NYC</span> all my life and had never before seen so many waterbugs in one place (except in a really bad dream).","I have eaten at some of the 'best' sushi joints in <span class=""AS"">NYC</span> (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.","I have been in <span class=""AS"">NYC</span> for over 10 years and could not find this delicacy east of the Hudson .","I knew upon visiting <span class=""AS"">NYC</span> that I wanted to try an orginal deli.","I must say the view of <span class=""AS"">NYC</span> is so beautiful!","Not the typical <span class=""AS"">NYC</span> gimmick theme restaurant.","This place started off a little iffy, but is now one of my favorite indian restaurants in <span class=""AS"">NYC</span> (and I'm indian, so I should know).","my wife and i have been going to <span class=""AS"">nyc</span> for years and wouldn't miss roxy,s food is expensive","just walk by the window and see all the unbiased positive reviews in all the major <span class=""AS"">nyc</span> publications.","What makes this restaurant special are the authentic sichuan cooking and being the only one in <span class=""AS"">NYC</span> that offers authentic chongqing hotpot.","A quintessential slice of <span class=""AS"">NYC</span> pizza."
wait staff,,,,"Cute place, nice <span class=""AS"">wait staff</span> but would never go there again.","The <span class=""AS"">wait staff</span> was very attentive and polite.","The <span class=""AS"">wait staff</span> is friendly, and the food has gotten better and better!","The <span class=""AS"">wait staff</span> was loud and inconsiderate.","The <span class=""AS"">wait staff</span> is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","The <span class=""AS"">wait staff</span> is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","the <span class=""AS"">wait staff</span> is very friendly, if your not rude or picky.......","Cute place, nice <span class=""AS"">wait staff</span> but would never go there again.","The <span class=""AS"">wait staff</span> is very freindly, they make it feel like you're eating in a freindly little european town.","not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the <span class=""AS"">wait staff</span> are very rude and when you get in they are looking to get you right out ."
bread,,,,"The <span class=""AS"">bread</span> and lamb chops","We visited <span class=""AS"">Bread</span> Bar during January restaurant week and were so pleased with the menu selections and service.","The <span class=""AS"">bread</span> is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.","- the <span class=""AS"">bread</span> at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate <span class=""AS"">Bread</span> Pudding with Gelato and hot chocolate.","They are served on Focacchia <span class=""AS"">bread</span> and are to die for.","The <span class=""AS"">bread</span> is top notch as well.","The <span class=""AS"">bread</span> we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.","First the wrong <span class=""AS"">bread</span> came out with the appetizer, then when i tried to order a second glass of wine for my main course...","On a recent Saturday night, I was with a group of 5 at the <span class=""AS"">Bread</span> Bar.","like saying her <span class=""AS"">bread</span> comes from a special bakery when we have seen her buying it","I have it a 4 instead of 5 because of the price (just chicken tikka masala - no <span class=""AS"">bread</span> of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","The <span class=""AS"">bread</span> was stale, the salad was overpriced and empty."
