Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
portions,portion,,,"My husband said he could've eaten several more, the <span class=""AS"">portion</span> was fine for me","The <span class=""AS"">portions</span> of the food that came out were mediocre.","My husband said the <span class=""AS"">portions</span> were very small, but if my main course was good to eat the portion would've been fine for me.","The food, served in small tasting <span class=""AS"">portions</span> (as an option) is very good with each dish being better than the next.","Best Pastrami I ever had and great <span class=""AS"">portion</span> without being ridiculous.","Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized <span class=""AS"">portion</span> (and price).","I would not have been so disappointed with the <span class=""AS"">portions</span> if the qualities were good enough to make up for it, but they were not!","If it seemed possible to do so while there I would have fought my bill since my dinner <span class=""AS"">portion</span> of my meal was inedible!","The food is tasty and <span class=""AS"">portion</span> sizes are appropriate.","My husband and I enjoyed each of the 6 taste size <span class=""AS"">portions</span> and left completely full.","The food was lousy - too sweet or too salty and the <span class=""AS"">portions</span> tiny.","The halibut cheek appetizer came with a generous <span class=""AS"">portion</span> of foie gras, but that's about the only positive thing I can say about the meal.","The <span class=""AS"">portions</span> are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","After we got our sashimi order, I could not believe how small the <span class=""AS"">portions</span> were!","While the prices are nothing special, the <span class=""AS"">portions</span> are huge.","Very popular style Izakaya (Sake and small <span class=""AS"">portion</span> of sake-friendly dishes ).","Just because it's cheap does NOT mean the <span class=""AS"">portions</span> are small or the food is nasty, IT IS GREAT!","Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great <span class=""AS"">portions</span> all at a reasonable price.","Waiters tend to forget drinks completely, food <span class=""AS"">portions</span> are so tiny, two people have trouble sharing one entree.","The Sashimi <span class=""AS"">portion</span> are big enough to appease most people, but I didn't like the fact they used artifical lobster meat."
dumplings,dumpling,,,"Great food (spinach and corn <span class=""AS"">dumplings</span> and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.","We could have made a meal of the yummy <span class=""AS"">dumplings</span> from the dumpling menu.","The food is very good for it's price, better than most fried <span class=""AS"">dumplings</span> I've had.","We could have made a meal of the yummy <span class=""AS"">dumplings</span> from the dumpling menu.","At 5 <span class=""AS"">dumplings</span> for $1, you just cannot go wrong.","but when we looked at the menu, there weren't a lot of choices, most of them were <span class=""AS"">dumplings</span> in the appetizer section.","If you have a <span class=""AS"">dumpling</span> fetish i suggest you try some here!","Excellent <span class=""AS"">dumplings</span> served amid clean, chic decor.","and I could have all the <span class=""AS"">dumplings</span> to myself!","The fried <span class=""AS"">dumplings</span> are GREAT!"
meal,,,,"Friendly staff that actually lets you enjoy your <span class=""AS"">meal</span> and the company you're with.","We could have made a <span class=""AS"">meal</span> of the yummy dumplings from the dumpling menu.","The other night we had the $30 three course <span class=""AS"">meal</span> and everything was delicious - if I could of licked the plate clean","If it seemed possible to do so while there I would have fought my bill since my dinner portion of my <span class=""AS"">meal</span> was inedible!","What an amazing <span class=""AS"">meal</span> and experience!","I just wonder how you can have such a delicious <span class=""AS"">meal</span> for such little money.","With the theater 2 blocks away we had a delicious <span class=""AS"">meal</span> in a beautiful room.","So if you want a nice, enjoyable <span class=""AS"">meal</span> at Montparnasse, go early for the pre-theater prix-fixe.","Looking around, I saw a room full of New Yorkers enjoying a real <span class=""AS"">meal</span> in a real restaurant, not a clubhouse of the fabulous trying to be seen.","We could have made a <span class=""AS"">meal</span> of the yummy dumplings from the dumpling menu.","I had before the <span class=""AS"">meal</span> were quite good, however.","Build a <span class=""AS"">meal</span> with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix.","Appetizer are excellent here; you can make a great (and inexpensive) <span class=""AS"">meal</span> out of them.","I have to say I have never had a disapointing <span class=""AS"">meal</span> here.","I can't say any more, it a place you'll never forget If you never go, you'll miss A <span class=""AS"">Meal</span> of your life time","Also, top the <span class=""AS"">meal</span> with a delicious and perfect slice of tiramisu.","Friendly staff that actually lets you enjoy your <span class=""AS"">meal</span> and the company you're with.","We have never had any problems with charging the <span class=""AS"">meal</span> or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.","It's simply the best <span class=""AS"">meal</span> in NYC.","The meat is fresh, the sauces are great, you get kimchi and a salad free with your <span class=""AS"">meal</span> and service is good too."
glass,,,,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a <span class=""AS"">glass</span> of wine and dessert.","And at the conclusion of this culinary nightmare the check was given to our table by knocking over a <span class=""AS"">glass</span> of water.","First the wrong bread came out with the appetizer, then when i tried to order a second <span class=""AS"">glass</span> of wine for my main course...","even the wine by the <span class=""AS"">glass</span> was good.","Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and <span class=""AS"">glass</span> noodles.","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as <span class=""AS"">glass</span> with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","Not enough wines by the <span class=""AS"">glass</span> either.","If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have <span class=""AS"">glass</span> ceilings","I am a 100 lb girl, had a <span class=""AS"">glass</span> of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","A <span class=""AS"">glass</span> of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","The wine selection (by the <span class=""AS"">glass</span> and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.","You can get a completely delish martini in a <span class=""AS"">glass</span> (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!)","However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a <span class=""AS"">glass</span> front ridding itself of the dark romantic getup.","They tell me they are going to cover the garden in <span class=""AS"">glass</span> for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","Warm, comfortable surroundings, nice appointments (witness the etched <span class=""AS"">glass</span> and brickwork separating the dining rooms).","even the wine by the <span class=""AS"">glass</span> was good.","As always we had a great <span class=""AS"">glass</span> of wine while we waited.","Mistakes happen, but they are usually accompanied by an apology, perhaps even a <span class=""AS"">glass</span> of wine...but not the grunt that we received from the Al Di La staff.","good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a <span class=""AS"">glass</span> of wine."
bottle,,,,"While finishing our meals which included a high-end <span class=""AS"">bottle</span> of wine, our son's fiance joined us for a glass of wine and dessert.","We didn't want a <span class=""AS"">bottle</span> of bubbly on a weekday","Bring your date and a <span class=""AS"">bottle</span> of wine!","Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our <span class=""AS"">bottle</span> and we enjoyed an amuse of turnip soup with pureed basil, gratis.","The food is amazing... especially if you get the Chef's tasting menu and your favourite <span class=""AS"">bottle</span> (or two!) of wine from an extensive selection of wines.","and if you want to pay at least 100 dollar <span class=""AS"">bottle</span> minimun","Our favorite meal is a pesto pizza, the house salad, and a good <span class=""AS"">bottle</span> of wine.","and if you want to pay at least 100 dollar <span class=""AS"">bottle</span> minimun","The table next to us asked if he crushed the grapes himself when their long overdue <span class=""AS"">bottle</span> of wine finally arrived."
waitresses,waitress,,,"So I decide to report back to the <span class=""AS"">waitress</span> because it was completely inedible.","I was shocked that my friends wanted to stay after the <span class=""AS"">waitress</span> said, ""can I help you"" and ""how many are in your party.","When we were finally seated our <span class=""AS"">waitress</span> came by twice-1 for our order and 2-for our check.","The hostess and the <span class=""AS"">waitress</span> were incredibly rude and did everything they could to rush us out.","The <span class=""AS"">waitress</span> came by to pick up the soy sauce WHILE we were eating our lunch!!!!!","The <span class=""AS"">waitress</span> came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).","The <span class=""AS"">waitress</span> was very patient with us and the food is phenomenal!","I was there for brunch recently, and we were tag teamed by a <span class=""AS"">waitress</span> and a waiter.","The <span class=""AS"">waitresses</span> are nice--also you can just get counter service sit.","As far as the service goes, the <span class=""AS"">waitresses</span> were not particularly friendly, but they got the job done.","I mentioned the squid dish wasn't very good when the <span class=""AS"">waitress</span> visited.","The <span class=""AS"">waitress</span> appeared and asked us if we wanted to go ahead and order.","Knowledge of the chef and the <span class=""AS"">waitress</span> are below average.","The <span class=""AS"">waitress</span> was not attentive at all.","Our <span class=""AS"">waitress</span> was sweet and accomodating, not overbearing.","The <span class=""AS"">waitress</span> remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","When we inquired about ports - the <span class=""AS"">waitress</span> listed off several but did not know taste variations or cost.","Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, <span class=""AS"">waitresses</span> were busy flirting with men at the bar and werent very attentive to all the customers.","What can you say about a place where the <span class=""AS"">waitress</span> brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).","The <span class=""AS"">waitress</span> suggested glasses of wine that went very well with the food."
dogs,dog,,,"You want to have a real hot <span class=""AS"">dog</span> in Brooklyn?","amazing fresh <span class=""AS"">dogs</span> but best of all endless toppings!!!","The hot <span class=""AS"">dogs</span> are top notch, and they're Slamwich","At first glance this place seems a bit pricey for a hot <span class=""AS"">dog</span> joint, but at Bark you don't just get your average hot dog.","Taking Hot <span class=""AS"">Dogs</span> to the next level","Here the hot <span class=""AS"">dog</span> is elevated to the level of a real entree with numerous variations available.","We also ordered two hot <span class=""AS"">dogs</span> thinking they would be pretty good since there is a whole section on the menu devoted to them.","Try the hot <span class=""AS"">dogs</span> too, they're snappy and delicious.","One of the best hot <span class=""AS"">dogs</span> I have ever eaten.","The hot <span class=""AS"">dogs</span> are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.","The hot <span class=""AS"">dogs</span> were cold in the middle and the buns were stale.","i dont know what some people who rave about this hot <span class=""AS"">dog</span> are talking about."
ambiance,,,,"The <span class=""AS"">ambiance</span> was pretty cool, but not worth the hassle.","Zero <span class=""AS"">ambiance</span> to boot.","the <span class=""AS"">ambiance</span> is wonderfull.","When going out for a nice dinner, I like a nice <span class=""AS"">ambiance</span> as well as very good food.","This is definitely an  excellent date spot because of the <span class=""AS"">ambiance</span> and on the weekends the  night scene is more than alive.","While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better.","If your visiting, you'll enjoy the <span class=""AS"">ambiance</span> and the fact that it's in Time Sq...","I understand the area and folks you need not come here for the romantic, alluring <span class=""AS"">ambiance</span> or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","The service, wine selection, <span class=""AS"">ambiance</span> are all outstanding and deserve recognition.","not the food ,not the <span class=""AS"">ambiance</span> , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","The staff is accomodating, the <span class=""AS"">ambiance</span> is exciting and yet relaxed, and the food is out of this world!","The <span class=""AS"">ambiance</span> was fine, a little loud but still nice and romantic.","However, their popularity has yet to slow down, and I still find myself drawn to their <span class=""AS"">ambiance</span> and delectable reputation.","While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better."
evening,,,,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the <span class=""AS"">evening</span> but is not a problem during lunch time.","The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool <span class=""AS"">evening</span> was wonderful.","We thought this a prelude to what the <span class=""AS"">evening</span> will be like.","Great food at REASONABLE prices, makes for an <span class=""AS"">evening</span> that can't be beat!","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole <span class=""AS"">evening</span> was amazing.","As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the <span class=""AS"">evening</span> but is not a problem during lunch time.","My first encounter happened one friday <span class=""AS"">evening</span> with a friend.","People dress in suits or <span class=""AS"">evening</span> gowns as well as shirts jeans.","People dress in suits or <span class=""AS"">evening</span> gowns as well as shirts jeans."
lunch,,,,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during <span class=""AS"">lunch</span> time.","I recently went to this restaurant with some co-workers for <span class=""AS"">lunch</span> and had an amazing time.","We went here for <span class=""AS"">lunch</span> a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","I was on jury duty, rode my bike up Centre Street on my <span class=""AS"">lunch</span> break and came across this great little place with awesome chicken tacos and Hibiscus lemonade.","I've had to wait only a few times during <span class=""AS"">lunch</span> but this place is definitely worth the wait.","This is a consistently great place to dine for <span class=""AS"">lunch</span> or dinner.","Also good for client <span class=""AS"">lunch</span> meetings, esp.","The ambience is pretty and nice for conversation, so a casual <span class=""AS"">lunch</span> here would probably be best.","I've had the <span class=""AS"">lunch</span> buffet at Chennai a couple of times, when I have been in the neighborhood.","It's a great place to pick up a cheap <span class=""AS"">lunch</span> or dinner.","I went there for <span class=""AS"">lunch</span> and it was not as good as I expected from the reviews I read.","I recently went to this restaurant with some co-workers for <span class=""AS"">lunch</span> and had an amazing time.","I've been here 3 times for <span class=""AS"">lunch</span> and it is one of my favorites in the city.","just got back from <span class=""AS"">lunch</span> at Tamarind and it was excellent.","We went here for <span class=""AS"">lunch</span> a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","The secret is the <span class=""AS"">lunch</span> menu which offers a complimentary appetizer with every entree ordered.","It' only open for <span class=""AS"">lunch</span> but the food is so good!","As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during <span class=""AS"">lunch</span> time.","I have never been disappointed but their true strength lays in their amazingly delicious and cheap <span class=""AS"">lunch</span> specials.","Was her Monday for <span class=""AS"">lunch</span> - was working on a film in the area - and found this rare jewel."
reviews,review,,,"But I just would like to say I read the <span class=""AS"">reviews</span> people left and thats why I checked it out.","Another <span class=""AS"">review</span> here claimed the pre-fix was $29/per person including sake","We ate at this Thai place following the <span class=""AS"">reviews</span> but very unhappy with the foods.","I went there for lunch and it was not as good as I expected from the <span class=""AS"">reviews</span> I read.","Myagi is one of my favorite restaurants in the City; the place the negative <span class=""AS"">reviews</span> describe sound like they were somewhere else.","I must say I am surprised by the bad <span class=""AS"">reviews</span> of the restaurant earlier in the year, though.","Look I dont know if the people who wrote the <span class=""AS"">reviews</span> have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).","I am surprised at the lower <span class=""AS"">reviews</span> because it is definitely better than other places I have tried with higher ratings.","This is my first time writing a <span class=""AS"">review</span> for a restaurant because the food and service was excellent.","Okay, so I never write but there doesn't seem to fair balance of positive to negative <span class=""AS"">reviews</span> concerning Green Bo","I read the other <span class=""AS"">review</span> and have to say I had the opposite experience here last Sunday.","After so many great <span class=""AS"">reviews</span> here, my bf and I went to Esca to celebrate my birthday last nite.","We ate at this Thai place following the <span class=""AS"">reviews</span> but very unhappy with the foods.","I almost hesititate to write a <span class=""AS"">review</span> because the atmosphere was so great","Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across <span class=""AS"">reviews</span> for La Lanterna and gave it a shot.","My husband and I ate here after reading <span class=""AS"">reviews</span> here as well as hobokeni.com,","This will be only the third online <span class=""AS"">review</span> I have ever made about a restaurant in my life.","I almost hesititate to write a <span class=""AS"">review</span> because the atmosphere was so great","Based on the <span class=""AS"">reviews</span> on here, it appears that the restaurant is overwhelmed after the 7 PM.","Her <span class=""AS"">review</span> is above."
midtown,,,,"The food is above average for <span class=""AS"">midtown</span> and sligtly better than some of the other Heartland Breweries in the city.","All in all, this <span class=""AS"">midtown</span> gem instantly became one of my favorite sushi restaurants in the city.","There are many french bistros in the <span class=""AS"">midtown</span> area, and I wholheartedly recommend this one.","All in all, this <span class=""AS"">midtown</span> gem instantly became one of my favorite sushi restaurants in the city.","The Black Sheep distinguishes itself from the <span class=""AS"">Midtown</span> pub herd with a look that's a mix of sports-bar butch and ornate kitsch.","Really Lovely dining experience in the midst of buzzing <span class=""AS"">midtown</span> area.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in <span class=""AS"">Midtown</span> and the wine list is extensive and well priced.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in <span class=""AS"">Midtown</span> and the wine list is extensive and well priced."
trip,,,,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O <span class=""AS"">trip</span> ended, because it was so great!","It was the first place we ate on our first <span class=""AS"">trip</span> to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O <span class=""AS"">trip</span> ended, because it was so great!","During our <span class=""AS"">trip</span> to NYC, we made reservations to dine in the pool room of the Four Seasons for their pre-theater menu (offering a modified menu for $65 pp).","its a little out of the way if you don't live in the neighborhood, but definitely worth the <span class=""AS"">trip</span> from wherever you are.","its a little out of the way if you don't live in the neighborhood, but definitely worth the <span class=""AS"">trip</span> from wherever you are.","Don't miss Bloom's on your next <span class=""AS"">trip</span> to Manhatten.","Worth the <span class=""AS"">trip</span> from Manhattan.","However, go for the ambience, and consider the food just a companion for a <span class=""AS"">trip</span> across the world!","All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your <span class=""AS"">trip</span> was wasted.","However, go for the ambience, and consider the food just a companion for a <span class=""AS"">trip</span> across the world!","Definitely worth the <span class=""AS"">trip</span> to Battery Park City!","Worth the <span class=""AS"">trip</span> from Manhattan."
spot,,,,"I recommend that you try this hidden <span class=""AS"">spot</span> which will surely blowup very soon","Metrazur has a beautiful <span class=""AS"">spot</span> overlooking the main terminal.","Would recommend this place as a good date <span class=""AS"">spot</span> if you don't want to drop a ton of cash.","It is the best hidden <span class=""AS"">spot</span> there","I recommend this <span class=""AS"">spot</span> to anyone who enjoys  fine cuisine at reasonable prices.","I've had my fair share of modern Japanese and this <span class=""AS"">spot</span> delivers.","As a long-time patron of Mamoun's, I always figured that I had found the best late night food <span class=""AS"">spot</span> in the city.","This is the perfect date <span class=""AS"">spot</span> for Williamsburg couples.","The restaurant is dark and not very attractive and then you have <span class=""AS"">spot</span> lights shining on you putting you in the worst light possible, reaching for sunglasses.","I found it on a cold night, the perfect <span class=""AS"">spot</span> to warm up.","Definitely a great <span class=""AS"">spot</span> for a nice occasion or date.","I found it on a cold night, the perfect <span class=""AS"">spot</span> to warm up.","This is definitely an  excellent date <span class=""AS"">spot</span> because of the ambiance and on the weekends the  night scene is more than alive.","I have been coming to this neighborhood <span class=""AS"">spot</span> for years.","Jimmy's is hands down the hottest night <span class=""AS"">spot</span> in the Bronx.","An unpretentious <span class=""AS"">spot</span> in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.","This tiny Williamsburg <span class=""AS"">spot</span> is always pleasantly surprising.","This small Astoria souvlaki <span class=""AS"">spot</span> makes what many consider the best gyros in New York.","This is literally a hot <span class=""AS"">spot</span> when it comes to the food.","It hits the <span class=""AS"">spot</span> every time"
waiter,,,,"After the main course came, we didn't see our <span class=""AS"">waiter</span> for at least 40 MINUTES!","The food was delicious and the <span class=""AS"">waiter</span> was incredibly helpful and attentive (considering we were the only ones there for the first hour).","We also asked for Hooka six times and the <span class=""AS"">waiter</span> kept telling us one minute and never returning with the Hooka.","excuse me’ before the <span class=""AS"">waiter</span> opens the little curtain to your booth!","The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the <span class=""AS"">waiter</span> and the resturant that we let and went some place else.","I complained to the <span class=""AS"">waiter</span> and then to the manager, but the intensity of rudeness from them just went up.","The <span class=""AS"">waiter</span> was attentive.","Complimentary stuff kept coming, and when the <span class=""AS"">waiter</span> saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","Our <span class=""AS"">waiter</span> was friendly and it is a shame that he didnt have a supportive staff to work with.","One would think we'd get an apology or complimentary drinks - instead, we got a snobby <span class=""AS"">waiter</span> wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","When my dessert came, there was a candle in it - not because anyone asked for one - but because the <span class=""AS"">waiter</span> must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","Just bring someone who speaks Cantonese because <span class=""AS"">waiter</span> may not understand you.","The <span class=""AS"">waiter</span> delivered our food while holding what appeared to be a plastic bag of garbage in one hand.","We were greeted promptly by the <span class=""AS"">waiter</span> who was very nice and cordial.","I have never in my life sent back food before, but I simply had to, and the <span class=""AS"">waiter</span> argued with me over this.","After waiting for almost an hour, the <span class=""AS"">waiter</span> brusquely told us he'd forgotten to give the kitchen our order.","Not only was the <span class=""AS"">waiter</span> efficient and courteous, but also extremely helpful.","The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the <span class=""AS"">waiter</span> took our order.","After 2 tries by the <span class=""AS"">waiter</span> to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","We didn't even see a menu, as our <span class=""AS"">waiter</span> described both the specials and the main dishes."
everything,,,,"The menu is great, with a good selection, and <span class=""AS"">everything</span> that I have tried is absolutely delicious.","We order a bit of <span class=""AS"">everything</span> on the menu.","The hostess and the waitress were incredibly rude and did <span class=""AS"">everything</span> they could to rush us out.","Maybe the secret was that we went on a Sunday night and <span class=""AS"">everything</span> was great.","Try the olive cream cheese or the lox spread on a whole wheat <span class=""AS"">everything</span> bagel.","The other night we had the $30 three course meal and <span class=""AS"">everything</span> was delicious - if I could of licked the plate clean","The rest of the menu is limited by <span class=""AS"">everything</span> is good eats.","Even my Indian friend couldn't believe how good and tasty <span class=""AS"">everything</span> was.","Overall the restaurant is more expensive than our other sushi favorites, but <span class=""AS"">everything</span> was delicious.","While the room is not particularly comfortable, once you're seated you'll forget about <span class=""AS"">everything</span> except what's on your plate.","The service was terrible, we had to wait for <span class=""AS"">everything</span> and ask several of different people for the same thing before we were allowed to be served.","Fresh ingredients and <span class=""AS"">everything</span> is made to order.","A glass of Leaping Lizard, a glass of prosecco, and the mussels had <span class=""AS"">everything</span> happy.","The jukebox plays <span class=""AS"">everything</span> from Italian Opera to The Strokes.","The staff isn't the friendliest or most competent, and I am stickler for service, but <span class=""AS"">everything</span> else about this place makes up for it.","Despite a slightly limited menu, <span class=""AS"">everything</span> prepared is done to perfection, ultra fresh and a work of food art.","Fresh ingredients and <span class=""AS"">everything</span> is made to order.","Try <span class=""AS"">everything</span> for that matter, it is all good.","Despite a slightly limited menu, <span class=""AS"">everything</span> prepared is done to perfection, ultra fresh and a work of food art.","The service was terrible, we had to wait for <span class=""AS"">everything</span> and ask several of different people for the same thing before we were allowed to be served."
menu,,,,"The <span class=""AS"">menu</span> is great, with a good selection, and everything that I have tried is absolutely delicious.","The manager then told us we could order from whatever <span class=""AS"">menu</span> we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.","The takeout <span class=""AS"">menu</span> says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!","The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the <span class=""AS"">menu</span> and make excelent recomendations.","The Prix Fixe <span class=""AS"">menu</span> is worth every penny and you get more than enough (both in quantity AND quality).","Everything is excellent, the <span class=""AS"">menu</span> is quite extensive, and you eat with a view on both sides of the city.","During our trip to NYC, we made reservations to dine in the pool room of the Four Seasons for their pre-theater <span class=""AS"">menu</span> (offering a modified menu for $65 pp).","With the great variety on the <span class=""AS"">menu</span> , I eat here often and never get bored .","The rest of the <span class=""AS"">menu</span> is limited by everything is good eats.","So, the <span class=""AS"">menu</span> is written in chalk above your head and it all sounds delicious.","The service was attentive and her suggestions of <span class=""AS"">menu</span> items was right on the mark.","Give it a try, <span class=""AS"">menu</span> is typical French but varied.","A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna <span class=""AS"">Menu</span> which is to die for (these are not your average lasagnas)!","The <span class=""AS"">menu</span> looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.","their brunch <span class=""AS"">menu</span> had something for everyone.","The <span class=""AS"">menu</span> consisted of standard brassiere food, better then places like Balthazar etc.","I book a gorgeous white organza tent which included a four course prix fix <span class=""AS"">menu</span> which we enjoyed a lot.","The Prix Fixe <span class=""AS"">menu</span> is worth every penny and you get more than enough (both in quantity AND quality).","The <span class=""AS"">menu</span> seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.","The only possible drawback to this last point is that as of the date of this posting, the additional <span class=""AS"">menu</span> items are only written in Chinese."
noodles,noodle,,,"Really tasty spring rolls and <span class=""AS"">noodles</span> for a good price though.","rice dishes and <span class=""AS"">noodle</span> dishes rarely exceed $5 and add on a refreshing ice drink for $2","I LOVE their Thai <span class=""AS"">noodles</span> with shrimp and chicken and coconut juice is the MUST!","The calamari comes with an incredible sauce, and the duck <span class=""AS"">noodles</span> are yummy as well.","We ordered some beef and <span class=""AS"">noodle</span> soup dishes from the Thai section of the menu but nothing we got was Thai.","Beef <span class=""AS"">noodle</span> soup is good as well.","I really liked the <span class=""AS"">noodle</span> dishes at Rice Avenue compared to their Green Curry dish.","The <span class=""AS"">noodle</span> and rices dishes taste great.","We ordered some beef and <span class=""AS"">noodle</span> soup dishes from the Thai section of the menu but nothing we got was Thai.","I usually get one the Vietnamese Beef <span class=""AS"">Noodle</span> Soup.","I ordered tamarind duck and my wife ordered <span class=""AS"">noodles</span> with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","Beef <span class=""AS"">noodle</span> soup is good as well."
ingredients,ingredient,,,"The crust is thin, the <span class=""AS"">ingredients</span> are fresh and the staff is friendly.","They did not have mayonnaise, forgot our toast, left out <span class=""AS"">ingredients</span> (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.","What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality <span class=""AS"">ingredients</span> that might otherwise be expected.","The <span class=""AS"">ingredients</span> taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","They don't seem to place an emphasis on specials or fresh <span class=""AS"">ingredients</span> which to me is necessary for good thai.","Fresh <span class=""AS"">ingredients</span> and everything is made to order.","Fresh <span class=""AS"">ingredients</span> and everything is made to order.","Quality <span class=""AS"">ingredients</span> preparation all around, and a very fair price for NYC.","Dip the <span class=""AS"">ingredients</span> in with your chopsticks, swirl them around, and eat.","The combination of super-fresh <span class=""AS"">ingredients</span> in the dishes are unusual but really delicious.","Overall, the <span class=""AS"">ingredients</span> and technique are there"
