Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
feeling,,,,"Get the <span class=""AS"">feeling</span> they settled into a groove a while ago.","We always have a delicious meal and always leave <span class=""AS"">feeling</span> satisfied.","When I'm <span class=""AS"">feeling</span> stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","And you never get the <span class=""AS"">feeling</span> that you need to leave.","My daughter and I left <span class=""AS"">feeling</span> satisfied (not stuffed) and it felt good to know we had a healthy lunch.","Here you get the zen feel without <span class=""AS"">feeling</span> rigid.","Never once did I leave <span class=""AS"">feeling</span> unwelcome or impressed.","The decoration was <span class=""AS"">feeling</span> like we was on the Cairo, actually the street is part of that adventure.","The service leaves much to be desired, from <span class=""AS"">feeling</span> like you are rushed the place your order, to being ignored the rest of the night.","The hostess was rude and I got a distinct <span class=""AS"">feeling</span> that they did not want to serve us.","You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall <span class=""AS"">feeling</span> of the place.","Go there on an empty stomach and leave <span class=""AS"">feeling</span> like a baby Veal Calf(ok bad joke), but you will see.","Alias is warm and cozy and you don't get that squished-in <span class=""AS"">feeling</span> you get at 71 Clinton.","There is not a single place in Chinatown where you have a nice neighborhood <span class=""AS"">feeling</span> like here.","I have never left a restaurant <span class=""AS"">feeling</span> as if i was abused, and wasted my hard earned money.","You order from a menu, so you leave <span class=""AS"">feeling</span> like you missed the full experience."
house,,,,"Great wine selection, Gigondas is worth the price, and the <span class=""AS"">house</span> champagne is a great value.","As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of <span class=""AS"">house</span> staff until you are seated, which can be over an hour later!","Going to Volare is like going to your favorite aunt's <span class=""AS"">house</span> for dinner, assuming that your aunt is a great Italian cook.","Each time we've been, the front of <span class=""AS"">house</span> staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.","Our favorite meal is a pesto pizza, the <span class=""AS"">house</span> salad, and a good bottle of wine.","If you're craving for Haru's great food, especially the <span class=""AS"">House</span> Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!","We also had shared a <span class=""AS"">house</span> salad that was fresh.","If you've ever been along the river in Weehawken you have an idea of the top of view the chart <span class=""AS"">house</span> has to offer."
reviews,review,,,"not the food ,not the ambiance , not the service, I agree with the previous <span class=""AS"">reviews</span> you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","Such nice people working here - but I have to <span class=""AS"">review</span> the food.","Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across <span class=""AS"">reviews</span> for La Lanterna and gave it a shot.","I almost hesititate to write a <span class=""AS"">review</span> because the atmosphere was so great","After reading the good <span class=""AS"">reviews</span> of this restaurant, I decided to give it a try with two friends.","Her <span class=""AS"">review</span> is above.","After the <span class=""AS"">review</span> I treked into Brooklyn.","Okay, so I never write but there doesn't seem to fair balance of positive to negative <span class=""AS"">reviews</span> concerning Green Bo","I'm just reading some of these <span class=""AS"">reviews</span> and its nonsense that people are reviewing some places because it was too loud.","I almost hesititate to write a <span class=""AS"">review</span> because the atmosphere was so great","Another <span class=""AS"">review</span> here claimed the pre-fix was $29/per person including sake","Based on the <span class=""AS"">reviews</span> on here, it appears that the restaurant is overwhelmed after the 7 PM.","I'm almost tempted to give this place a bad <span class=""AS"">review</span> so I can keep the crowds away...been going there on and off for a year now","This is my first time writing a <span class=""AS"">review</span> for a restaurant because the food and service was excellent.","I went there for lunch and it was not as good as I expected from the <span class=""AS"">reviews</span> I read.","just walk by the window and see all the unbiased positive <span class=""AS"">reviews</span> in all the major nyc publications.","I read <span class=""AS"">reviews</span> that called the restaurant too expensive","This will be only the third online <span class=""AS"">review</span> I have ever made about a restaurant in my life.","Based on the <span class=""AS"">reviews</span> for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.","We ate at this Thai place following the <span class=""AS"">reviews</span> but very unhappy with the foods."
wait staff,,,,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the <span class=""AS"">wait staff</span> are very rude and when you get in they are looking to get you right out .","The <span class=""AS"">wait staff</span> is friendly, and the food has gotten better and better!","the <span class=""AS"">wait staff</span> is very friendly, if your not rude or picky.......","The <span class=""AS"">wait staff</span> is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","The <span class=""AS"">wait staff</span> was very attentive and polite.","I was back-to-back with the diner at the table behind me and <span class=""AS"">wait staff</span> had to hoist trays over our heads as they squeezed past us again and again.","The <span class=""AS"">wait staff</span> is very courteous and accomodating.","Cute place, nice <span class=""AS"">wait staff</span> but would never go there again.","The <span class=""AS"">wait staff</span> is very friendly, if not overly efficient.","Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow <span class=""AS"">wait staff</span> and horribly quick meals, is one of the best vietnamese restaurants i've ever been to."
ambiance,,,,"not the food ,not the <span class=""AS"">ambiance</span> , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","The Deco and <span class=""AS"">ambiance</span> was really romantic.","The <span class=""AS"">ambiance</span> was pretty cool, but not worth the hassle.","Zero <span class=""AS"">ambiance</span> to boot.","The staff is accomodating, the <span class=""AS"">ambiance</span> is exciting and yet relaxed, and the food is out of this world!","The service, wine selection, <span class=""AS"">ambiance</span> are all outstanding and deserve recognition.","The <span class=""AS"">ambiance</span> was fine, a little loud but still nice and romantic.","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and <span class=""AS"">ambiance</span> that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better.","While the <span class=""AS"">ambiance</span> and atmosphere were great, the food and service could have been a lot better.","However, their popularity has yet to slow down, and I still find myself drawn to their <span class=""AS"">ambiance</span> and delectable reputation.","If your visiting, you'll enjoy the <span class=""AS"">ambiance</span> and the fact that it's in Time Sq...","This is definitely an  excellent date spot because of the <span class=""AS"">ambiance</span> and on the weekends the  night scene is more than alive.","the <span class=""AS"">ambiance</span> is wonderfull."
afternoon,,,,"I have eaten here several times before attending an <span class=""AS"">afternoon</span> performance.","I went here in the <span class=""AS"">afternoon</span> with a friend.","This was the perfect quiet, relaxing, and delicious accompaniment to our <span class=""AS"">afternoon</span> of theater.","I went there in late <span class=""AS"">afternoon</span> for some bite size food and refleshment with my date.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there.","They honored reservation on Sunday <span class=""AS"">afternoon</span> very well.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there.","Food is excellent and they also have empenadas and plaintains which are good for an <span class=""AS"">afternoon</span> snack."
tables,table,,,"but we were lucky to get a <span class=""AS"">table</span> quickly.","we did notice however, that some <span class=""AS"">tables</span> had what looked like pita instead of naan.","The manager came to the <span class=""AS"">table</span> and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.","The <span class=""AS"">table</span> next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.","The last time I went we were seated at a <span class=""AS"">table</span> in a corridor next to the kitchen.","I would never wait for a <span class=""AS"">table</span> to eat, it just is not THAT great.","The waiters were not attentive except that the bill turned up on the <span class=""AS"">table</span> before we were finished.","It saves walking in and waiting for a <span class=""AS"">table</span> in the often noisy, crowded bar at dinnertime.","If you're into being lost when you're just five feet from your <span class=""AS"">table</span> then hey, that's a good thing.","Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the <span class=""AS"">table</span> to help suggest different pairings for wine and cheese.","The wait here is long for dim sum, but if you don't like sharing <span class=""AS"">tables</span> or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","They bring a sauce cart up to your <span class=""AS"">table</span> and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).","Cozy romantic atomosphere with only around 15 <span class=""AS"">tables</span> at most.","After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the <span class=""AS"">table</span> for people with reservations.","A word to the wise: you can't dine here and disturb the maitre-D's sense of "" <span class=""AS"">table</span> turnover"", as whacked as it is, or else.","Sometimes <span class=""AS"">tables</span> don't understand his sense of humor","We weren't even at our <span class=""AS"">table</span> for more than an hour total.","Chow fun was dry; pork shu mai was more than usually greasy and had to share a <span class=""AS"">table</span> with loud and rude family.","Besides having the <span class=""AS"">table</span> we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","It is far more popular as a bar than as a restaurant, with only a few <span class=""AS"">tables</span> and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere."
water,,,,"The tastes makes your mouth <span class=""AS"">water</span> for more.","We got no cheese offered for the pasta, our <span class=""AS"">water</span> and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","Just make sure my ice <span class=""AS"">water</span> is kept full and my tea kettle filled with piping hot tea and that's all the service I need...","Each table has a pot of boiling <span class=""AS"">water</span> sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.","The mussaman curry that I ordered was as thin as <span class=""AS"">water</span> and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.","It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping <span class=""AS"">water</span> on hand.","Although they do the typical what kind of <span class=""AS"">water</span> would you like questions the service was good and overall very relaxing to place to eat.","I could have drank 4 glasses of <span class=""AS"">water</span> and still been parched - so watch out.","would have rather tried terrace in the sky or <span class=""AS"">water</span> club for that price","It took them 15 minutes to put <span class=""AS"">water</span> in our glasses.","My mouth starts to <span class=""AS"">water</span> merely thinking about the delight that is this restaurant.","We were offered <span class=""AS"">water</span> for the table but were not told the Voss bottles of water were $8 a piece."
mozzarella,,,,"The pizza is delicious - they use fresh <span class=""AS"">mozzarella</span> instead of the cheap, frozen, shredded cheese common to most pizzaria's.","Two complaints- their appetizer selection stinks, it would be nice to get some <span class=""AS"">mozzarella</span> sticks on the menu.","If you go, try the marinara/arrabiatta sauce, the <span class=""AS"">mozzarella</span> en Carozza is mmmmmmmm.....","The pizza is delicious - they use fresh <span class=""AS"">mozzarella</span> instead of the cheap, frozen, shredded cheese common to most pizzaria's."
type burgers,type burger,,,"And these are not small, wimpy fast food <span class=""AS"">type burgers</span> - these are real, full sized patties."
quality,,,,"Price and <span class=""AS"">quality</span> of fish alone will keep us from making a return visit.","Price and <span class=""AS"">quality</span> of fish alone will keep us from making a return visit.","Great value for the <span class=""AS"">quality</span> ingredients.","For the <span class=""AS"">quality</span> of food, a little too expensive.","Didn't seem like any effort was made to the display and <span class=""AS"">quality</span> of the food.","We a menu that rearely changes,e xcept for one or two specials, the <span class=""AS"">quality</span> and care they put in thier food in evident.","We have gone for dinner only a few times but the same great <span class=""AS"">quality</span> and service is given.","If you don't mind pre-sliced low <span class=""AS"">quality</span> fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","the <span class=""AS"">quality</span> of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.","On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, <span class=""AS"">quality</span> and quantity.","The <span class=""AS"">quality</span> of the meat was on par with your local grocery store.","Over time, the food <span class=""AS"">quality</span> has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.","Food is excellent <span class=""AS"">quality</span> for a good restaurant price.","The menu prices are a bit expensive for what you get in <span class=""AS"">quality</span> and portion size.","What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher <span class=""AS"">quality</span> ingredients that might otherwise be expected.","The <span class=""AS"">quality</span> of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!","If you don't mind pre-sliced low <span class=""AS"">quality</span> fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","The rice was poor <span class=""AS"">quality</span> and was cooked so badly it was hard.","The rice was poor <span class=""AS"">quality</span> and was cooked so badly it was hard.","All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the <span class=""AS"">quality</span> is some of the best."
fish,,,,"Price and quality of <span class=""AS"">fish</span> alone will keep us from making a return visit.","Price and quality of <span class=""AS"">fish</span> alone will keep us from making a return visit.","I had <span class=""AS"">fish</span> and my husband had the filet - both of which exceeded our expectations.","Went on a 3 day oyster binge, with <span class=""AS"">Fish</span> bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","Aside from the Sea Urchin, the chef recommended an assortment of <span class=""AS"">fish</span> including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (","Went on a 3 day oyster binge, with <span class=""AS"">Fish</span> bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","I have enjoyed everything I have ever gotten and the <span class=""AS"">fish</span> is so fresh and always prepared in a great way.","Grilled whole <span class=""AS"">fish</span> wonderful, great spicing.","Admittedly, this is not the place for gigantic pieces of <span class=""AS"">fish</span> overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.","I've never had bad service and the <span class=""AS"">fish</span> is fresh and delicious.","We had Pam's special fried <span class=""AS"">fish</span> and it was amazing.","The rice to <span class=""AS"">fish</span> ration was also good--they didn't try to overpack the rice.","Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional <span class=""AS"">fish</span> dishes I would never return.","The <span class=""AS"">fish</span> was not fresh and the rice tasted old and stale.","My goodness, everything from the <span class=""AS"">fish</span> to the rice to the seaweed was absolutely amazing.","Food was OK - <span class=""AS"">fish</span> was cooked well.","The miso soup lacked flavor and the <span class=""AS"">fish</span> was unfortunately not as well prepared as in the past.","I highly recommend the <span class=""AS"">fish</span> tacos, everything else was ok.","Here's to the fake <span class=""AS"">fish</span> tanks too...","The <span class=""AS"">fish</span> is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt)."
ny,,,,"One of the best, if not THE best, restaurants in Park Slope (and <span class=""AS"">NY</span> in general)","I've lived in <span class=""AS"">NY</span> for 5 years and this place has it all.","My boyfriend and I were in <span class=""AS"">NY</span> for a few days and Pastis was a place that came recommended.","In the evening, this place attracted a well dressed, with it, <span class=""AS"">NY</span> crowd.","By far this is the only chinese desserts place I know in <span class=""AS"">NY</span> or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.","I grew up eating Dosa and have yet to find a place in <span class=""AS"">NY</span> to satisfy my taste buds.","Wish <span class=""AS"">NY</span> had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","Katz's deli is a great <span class=""AS"">NY</span> experience.","There are much better places in <span class=""AS"">NY</span> with better prices.","this is can became on e of the <span class=""AS"">NY</span> Italian Food fare institutions.","My friends and I were on vacation in <span class=""AS"">NY</span> and was referred to Chance by a friend.","this is can became on e of the <span class=""AS"">NY</span> Italian Food fare institutions.","not only does make the best pizza in <span class=""AS"">NY</span> , maybe anywhere.","I've lived in <span class=""AS"">NY</span> for 5 years and this place has it all.","My friends and I were on vacation in <span class=""AS"">NY</span> and was referred to Chance by a friend.","I have lived in <span class=""AS"">NY</span> for many years and have dined at many restaraunts.","In the evening, this place attracted a well dressed, with it, <span class=""AS"">NY</span> crowd.","We visited Orsay during <span class=""AS"">NY</span> Restaurant Week and tried their $35 menu.","We visited Orsay during <span class=""AS"">NY</span> Restaurant Week and tried their $35 menu.","how have i missed this one ,tried Long Tan last week for the first time and now know what the <span class=""AS"">NY</span> TIMES and many more in the neighborhood already knew."
slope,,,,"One of the best, if not THE best, restaurants in Park <span class=""AS"">Slope</span> (and NY in general)"
someone,,,,"I said that as <span class=""AS"">someone</span> who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","I always find myself sitting next to <span class=""AS"">someone</span> in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.","For <span class=""AS"">someone</span> who used to hate Indian food, Baluchi's has changed my mid.","It's super-trendy and there's always <span class=""AS"">someone</span> to take that empty seat, so it seems that customer service has been deemed not of the essence.","We picked it randomly, without a recommendation from <span class=""AS"">someone</span> who has been there, so we weren't sure what to expect.","Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless <span class=""AS"">someone</span> knows how to get the crust right.","If you are <span class=""AS"">someone</span> who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.","Just bring <span class=""AS"">someone</span> who speaks Cantonese because waiter may not understand you.","If you’re planning to come here, make sure that your date is <span class=""AS"">someone</span> whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings","I won't go back unless <span class=""AS"">someone</span> else is footing the bill.","We picked it randomly, without a recommendation from <span class=""AS"">someone</span> who has been there, so we weren't sure what to expect.","For starters they delivered us <span class=""AS"">someone</span> else's order."
spot,,,,"I've had my fair share of modern Japanese and this <span class=""AS"">spot</span> delivers.","Worth visiting the 1st Ave <span class=""AS"">spot</span> because it is the original store.","An unpretentious <span class=""AS"">spot</span> in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.","From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood <span class=""AS"">spot</span> doesn't miss a beat.","Jimmy's is hands down the hottest night <span class=""AS"">spot</span> in the Bronx.","but it really hits the <span class=""AS"">spot</span> on a Sunday morning!","This is the perfect date <span class=""AS"">spot</span> for Williamsburg couples.","This is literally a hot <span class=""AS"">spot</span> when it comes to the food.","As a long-time patron of Mamoun's, I always figured that I had found the best late night food <span class=""AS"">spot</span> in the city.","I recommend this <span class=""AS"">spot</span> to anyone who enjoys  fine cuisine at reasonable prices.","This small Astoria souvlaki <span class=""AS"">spot</span> makes what many consider the best gyros in New York.","It is definitely a good <span class=""AS"">spot</span> for snacks and chat.","This is the perfect <span class=""AS"">spot</span> for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","This is the perfect <span class=""AS"">spot</span> for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","Ive passed by the <span class=""AS"">spot</span> tons of times always wanting to go in.","Worth visiting the 1st Ave <span class=""AS"">spot</span> because it is the original store.","It hits the <span class=""AS"">spot</span> every time","It is the best hidden <span class=""AS"">spot</span> there","I found it on a cold night, the perfect <span class=""AS"">spot</span> to warm up.","Excellent <span class=""AS"">spot</span> for holiday get togethers with co-workers or friends that you haven't seen in a while."
japanese,,,,"I've had my fair share of modern <span class=""AS"">Japanese</span> and this spot delivers.","As a <span class=""AS"">Japanese</span> native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.","The worst excuse for <span class=""AS"">Japanese</span> food I've ever encountered.","For the price you pay for the food here, you'd expect it to be at least on par with other <span class=""AS"">Japanese</span> restaurants.","The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious <span class=""AS"">japanese</span> food.","This place has got to be the best <span class=""AS"">japanese</span> restaurant in the new york area.","Despite the confusing mirrors this will likely be my go-to for modern <span class=""AS"">Japanese</span> food for the foreseeable future.","It is obvious that no one in the restaurant has any idea about or experience with <span class=""AS"">Japanese</span> cuisine.","The owner and staff are all <span class=""AS"">Japanese</span> as well and that adds to the entire ambiance.","Go to <span class=""AS"">japanese</span> sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.","The owner and staff are all <span class=""AS"">Japanese</span> as well and that adds to the entire ambiance.","This place is the most <span class=""AS"">Japanese</span> it can ever get.","The worst excuse for <span class=""AS"">Japanese</span> food I've ever encountered.","overpriced <span class=""AS"">japanese</span> food with mediocre service","Consistently good <span class=""AS"">Japanese</span> Tapas.","Stuffing yourself with <span class=""AS"">Japanese</span> food is a rare thing.","This place has realy fresh sushi and a nice large menu of <span class=""AS"">Japanese</span> classic cuisine.","The decor is designed in a contemporary <span class=""AS"">Japanese</span> style restaurant.","it's the only place you can get yummy authentic <span class=""AS"">japanese</span> comfort food.","This is undoubtedly my favorite modern <span class=""AS"">Japanese</span> brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!"
wine list,,,,"The <span class=""AS"">wine list</span> is extensive and can easily hike up an otherwise reasonably priced meal.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the <span class=""AS"">wine list</span> is extensive and well priced.","The <span class=""AS"">wine list</span> is also really nice.","The <span class=""AS"">wine list</span> is also really nice.","The <span class=""AS"">wine list</span> is interesting and has many good values.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the <span class=""AS"">wine list</span> is extensive and well priced.","Decor is nice and minimalist, food simple yet very well presented and cooked, and the <span class=""AS"">wine list</span> matches the food very well.","The <span class=""AS"">wine list</span> is extensive, well priced and covers alot of regions.","The <span class=""AS"">wine list</span> is extensive and impressive.","The <span class=""AS"">wine list</span> was extensive - though the staff did not seem knowledgeable about wine pairings.","i don't usually order wine with indian so i can't comment on their <span class=""AS"">wine list</span> or their wines.","great <span class=""AS"">wine list</span> (italian), good food, service was INITIALLY fine.","The <span class=""AS"">wine list</span> was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.","Great <span class=""AS"">wine list</span> and great cocktail menu.","The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable <span class=""AS"">wine list</span> (I was given the food menu when I asked for the carte des vins)","The <span class=""AS"">wine list</span> is excellent.","The <span class=""AS"">wine list</span> is extensive and can easily hike up an otherwise reasonably priced meal.","The <span class=""AS"">wine list</span> isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be."
nyc,,,,"Unlike other places in <span class=""AS"">NYC</span> where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","My wife and I were in <span class=""AS"">NYC</span> celebrating our 30th anniversary.","Not the typical <span class=""AS"">NYC</span> gimmick theme restaurant.","I've lived in <span class=""AS"">NYC</span> all my life and had never before seen so many waterbugs in one place (except in a really bad dream).","I have eaten at many pizza places around <span class=""AS"">NYC</span> and this is hands down the worst.","Now we moved out of the state and every visit to <span class=""AS"">NYC</span> includes a stop here.","I have been in <span class=""AS"">NYC</span> for over 10 years and could not find this delicacy east of the Hudson .","I take all my <span class=""AS"">NYC</span> guests to VT's.","And I've been to many <span class=""AS"">NYC</span> delis.","Club is a roving group of <span class=""AS"">NYC</span> gluttons","Amma has the worst value for money I have experienced in <span class=""AS"">NYC</span> over the past 2 years.","This place started off a little iffy, but is now one of my favorite indian restaurants in <span class=""AS"">NYC</span> (and I'm indian, so I should know).","I have eaten at some of the 'best' sushi joints in <span class=""AS"">NYC</span> (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.","As a fan of Thai, I have tried quite a few different restaurants in <span class=""AS"">NYC</span> and this one was definitely the worst.","just walk by the window and see all the unbiased positive reviews in all the major <span class=""AS"">nyc</span> publications.","A quintessential slice of <span class=""AS"">NYC</span> pizza.","I have eaten at many pizza places around <span class=""AS"">NYC</span> and this is hands down the worst.","Pizza - the only pizza in <span class=""AS"">NYC</span> that should not have additional toppings - the crust tastes like the best, freshly baked bread!","I have been living in <span class=""AS"">NYC</span> for bit now","As a fan of Thai, I have tried quite a few different restaurants in <span class=""AS"">NYC</span> and this one was definitely the worst."
scallion,,,,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the <span class=""AS"">scallion</span> on top of the fish.","The <span class=""AS"">scallion</span> pancakes and fried dumplings were nothing out of the ordinary.","The <span class=""AS"">scallion</span> pancakes and fried dumplings were nothing out of the ordinary."
sauce,,,,"the only things u could really taste are the very salty soy <span class=""AS"">sauce</span> (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.","We had the scallops as an appetizer and they were delicious and the <span class=""AS"">sauce</span> was wonderful.","We had the scallops as an appetizer and they were delicious and the <span class=""AS"">sauce</span> was wonderful.","The pasta was well cooked, didn't have enough <span class=""AS"">sauce</span> though or flavor.","The soup for the udon was soy <span class=""AS"">sauce</span> and water.","They bring a <span class=""AS"">sauce</span> cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).","The soup for the udon was soy <span class=""AS"">sauce</span> and water.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise <span class=""AS"">sauce</span> completely that was how failed it was.","The <span class=""AS"">sauce</span> is excellent (very fresh) with dabs of real mozzarella.","Their exotic salad is basic ly a delcious little green salad with a peanut <span class=""AS"">sauce</span> that is perfect before their sweet basil fried tofu.","The <span class=""AS"">sauce</span> tasted more like Chinese fast food than decent Korean.","But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato <span class=""AS"">sauce</span> than usual).","Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange <span class=""AS"">sauce</span> are unexpected elements on an otherwise predictable bistro menu.","It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the <span class=""AS"">sauce</span> was translucent and red).","new hamburger with special <span class=""AS"">sauce</span> is ok - at least better than big mac!","The crust has a great bite and a good chew, the <span class=""AS"">sauce</span> is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","Interesting other dishes for a change include chicken in curry <span class=""AS"">sauce</span> and salmon caserole.","The food is yummy, especially their cooked-to-perfection mussels in spicy tomato <span class=""AS"">sauce</span> and their shoestring crispy fries.","The service was fast and friendly and the food was very tasty and they had the best hot <span class=""AS"">sauce</span> to add to your meals.","the food was undercooked-the <span class=""AS"">sauce</span> watery, and the vegetables raw."
drinks,drink,,,"The bar <span class=""AS"">drinks</span> were","While the place is not a hotspot hangout, the <span class=""AS"">drinks</span> are unique and pack a lot of bang for the buck.","However, there is just something so great about being outdoors, in great landscaping, enjoying a casual <span class=""AS"">drink</span> that makes going to this place worthwhile.","The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the <span class=""AS"">drinks</span> and appetizers, and walked out.","The food, <span class=""AS"">drinks</span> and service are clearly among the best in the city.","While it was large and a bit noisy, the <span class=""AS"">drinks</span> were fantastic, and the food was superb.","The dosas are skimpy, unattractive and drip with grease, and personally I'd <span class=""AS"">drink</span> popcorn topping before I'd eat another one of these.","However, our $14 <span class=""AS"">drinks</span> were were horrible!","One would think we'd get an apology or complimentary <span class=""AS"">drinks</span> - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","Great spot, whether looking for a couple of <span class=""AS"">drinks</span> or quiet dinner.","Again, no apology, no is there anything else I can get you, no can I get you a <span class=""AS"">drink</span> to make up for it, nothing!!!!","His <span class=""AS"">drinks</span> are very inventive, delicious and classy.","The server was really cool and served us our food and <span class=""AS"">drinks</span> with a smile.","What we did do was waste 3 hours being trapped in a table waiting and waiting for food and <span class=""AS"">drinks</span> and hooka.. some of which we never received!","The food is good, especially their more basic dishes, and the <span class=""AS"">drinks</span> are delicious.","this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and <span class=""AS"">drinks</span> on the bar last Tuesday.","They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some <span class=""AS"">drinks</span> adn their pita bread!","the <span class=""AS"">drinks</span> are amazing and half off till 8pm.","A cool place to hang with your friends for a couple of healthy <span class=""AS"">drinks</span> and desserts.","The <span class=""AS"">drinks</span> are always welll made and wine selection is fairly priced."
